latent_cpu_df_0,latent_cpu_df_1,latent_cpu_df_2,latent_cpu_df_3,latent_cpu_df_4,latent_cpu_df_5,latent_cpu_df_6,latent_cpu_df_7,latent_cpu_df_8,latent_cpu_df_9,latent_cpu_df_10,latent_cpu_df_11,latent_cpu_df_12,latent_cpu_df_13,latent_cpu_df_14,latent_cpu_df_15,latent_cpu_df_16,latent_cpu_df_17,latent_cpu_df_18,latent_cpu_df_19,latent_cpu_df_20,latent_cpu_df_21,latent_cpu_df_22,latent_cpu_df_23,latent_cpu_df_24,latent_cpu_df_25,latent_cpu_df_26,latent_cpu_df_27,latent_cpu_df_28,latent_cpu_df_29,latent_cpu_df_30,latent_cpu_df_31,latent_cpu_df_32,latent_cpu_df_33,latent_cpu_df_34,latent_cpu_df_35,latent_cpu_df_36,latent_cpu_df_37,latent_cpu_df_38,latent_cpu_df_39,latent_cpu_df_40,latent_cpu_df_41,latent_cpu_df_42,latent_cpu_df_43,latent_cpu_df_44,latent_cpu_df_45,latent_cpu_df_46,latent_cpu_df_47,latent_cpu_df_48,latent_cpu_df_49,latent_cpu_df_50,latent_cpu_df_51,latent_cpu_df_52,latent_cpu_df_53,latent_cpu_df_54,latent_cpu_df_55,latent_cpu_df_56,latent_cpu_df_57,latent_cpu_df_58,latent_cpu_df_59,latent_cpu_df_60,latent_cpu_df_61,latent_cpu_df_62,latent_cpu_df_63
0.2642691,0.22003123,0.1287832,0.14993435,0.5875844,0.16288944,0.9051479,0.0,0.7454871,0.14172,0.64088964,0.0,0.0,0.34714955,0.55554587,0.51940864,0.6031801,0.5981824,0.0,0.046897464,0.26048064,0.29447675,0.0,0.0,0.19371793,1.1083634,0.4993255,0.67935264,0.0,0.5968839,0.6449854,0.50933117,0.23985016,0.29822233,0.27295238,0.0,0.6254029,0.0,0.7224544,0.0,0.57055664,0.0,0.89380634,0.26131326,1.1651993,0.58712065,0.0,0.34710652,0.08386102,0.0,0.09902754,0.0,0.098235145,1.061156,0.5143517,0.2136182,0.1943633,0.0,0.0,0.0743918,0.0,0.14418551,0.055204675,0.44387105
0.32754758,0.3265137,0.16353631,0.16751517,0.52400726,0.06273179,0.93392026,0.0,0.6111877,0.18421774,0.5322994,0.0,0.0,0.42626506,0.4712559,0.57014966,0.5785847,0.6049094,0.0,0.0,0.4366551,0.30273193,0.0,0.0,0.20632741,1.1110195,0.40393996,0.7207009,0.03274504,0.4936937,0.67779976,0.5367372,0.2757182,0.28458092,0.27209568,0.0,0.6552753,0.0,0.6600224,0.0,0.47082245,0.0,0.77310157,0.29823312,1.1613338,0.5907731,0.0,0.30697548,0.0,0.09383026,0.17514548,0.0,0.0,1.1613921,0.49344087,0.23524582,0.36832327,0.0,0.0,0.1836925,0.0,0.22266415,0.19518496,0.41527212
0.41831625,0.7386046,0.0,0.62183154,0.091993764,0.0,1.2006829,0.0,0.40814152,0.52473575,0.10937793,0.0,0.0,0.26898527,0.4318133,0.074826784,0.82773364,0.35247245,0.0,0.059372284,0.1553332,0.55071235,0.26472032,0.0,0.293585,1.2566924,0.0,0.0,0.0,0.7984704,0.5001589,0.46134484,0.5502174,0.49694842,0.4821037,0.0,0.3769851,0.0,0.4873389,0.0,0.1959708,0.0,0.1381324,0.06170702,1.1160929,0.32620722,0.0,0.0,0.0,0.0,0.04454594,0.34071678,0.121330515,1.0473228,0.0,0.38135576,0.24996547,0.0,0.0,0.14070845,0.11950097,0.1213217,0.009210095,0.37681004
0.31116936,0.22820914,0.17515337,0.18782032,0.52791464,0.22698411,0.7333486,0.0,0.7479632,0.06955971,0.5187105,0.0,0.0,0.4474669,0.49554485,0.5239221,0.5610031,0.6757832,0.0,0.0,0.2565335,0.36735424,0.0,0.091225624,0.20499133,1.165296,0.5495225,0.7202055,0.0,0.5704376,0.8019571,0.51681226,0.21600702,0.25401363,0.29286605,0.0,0.6544587,0.0,0.6935984,0.0,0.6170318,0.0,0.9756764,0.2898616,1.3116686,0.6171734,0.0,0.28756392,0.05647832,0.16936725,0.12082251,0.0,0.008300727,1.0388433,0.6549406,0.1478255,0.25389743,0.0,0.0,0.15031356,0.0,0.094301425,0.09258139,0.4640486
0.34827563,0.23814791,0.35757965,0.42299998,0.38424525,0.68524873,0.94125,0.0,0.8047076,0.026834223,0.5426048,0.0,0.0,0.309919,0.5955742,0.53794277,0.57499593,0.72046256,0.0,0.09778126,0.16340886,0.33762565,0.0,0.029950537,0.24856806,0.8412361,0.57655245,0.45308167,0.24617113,0.25191903,0.87857133,0.24673992,0.17992878,0.148188,0.42597872,0.0,0.7573846,0.0,1.084408,0.0,0.8636184,0.0,1.0566317,0.20600027,1.0517365,0.4356717,0.0,0.3524483,0.0070511606,0.2256911,0.097844005,0.04850124,0.14653118,0.93969333,0.8842384,0.17491703,0.52162653,0.0,0.0,0.16816011,0.0,0.0,0.17585827,0.28328255
0.2616949,0.35007554,0.5697588,0.024470627,0.8314501,0.0,0.5614778,0.009321816,0.54987395,0.49429864,0.51903903,0.0,0.0,0.28593603,0.5724112,0.658438,0.4032617,0.600718,0.0,0.0,0.36475343,0.41007146,0.0,0.0,0.47466883,1.237897,0.5477843,1.0073924,0.08468288,0.57819957,0.61294246,0.43476665,0.06902379,0.046668455,0.6128894,0.0,0.61293447,0.0,0.6203145,0.0,0.2545181,0.0,0.53102624,0.0,1.2282269,0.54877484,0.0,0.119692296,0.0,0.3352556,0.2692267,0.048571985,0.29512036,1.0222995,0.6785512,0.0,0.26865166,0.0,0.0,0.2480953,0.0,0.20531282,0.0,0.19610345
0.0,0.37765354,0.7596322,0.0021148175,0.8595542,0.12745564,0.65935016,0.31421402,0.6851314,0.30480832,1.0836737,0.066791356,0.0,0.0,0.71681076,0.6382442,0.6049388,0.46581078,0.0,0.16373119,0.49053866,0.0,0.047630742,0.0,0.06726055,0.93645144,0.38995504,0.58392525,0.0,0.63533455,0.051239505,0.009356946,0.0,0.010362469,0.5373618,0.0,1.0691059,0.0,0.7984073,0.0,0.37147892,0.0,0.587188,0.23566023,0.34887776,0.0,0.0,0.0,0.0,0.24633475,0.6790371,0.0,0.65366864,1.1500921,0.37963706,0.08073698,0.37402725,0.09106868,0.4020117,0.73277277,0.0,0.0,0.6912698,0.26151776
0.012835521,0.37274015,0.6626652,0.06696345,1.0287057,0.0,0.788069,0.06497464,0.6178101,0.3451743,0.9877902,0.006761253,0.0,0.17071675,0.73042464,0.31079215,0.7218251,0.5540991,0.0,0.0,0.8202765,0.0,0.07524961,0.0,0.048080098,1.0014917,0.59864783,0.8692886,0.0,0.5004677,0.06649612,0.4175151,0.11874282,0.07307833,0.38836622,0.0,0.6669031,0.0,0.6677983,0.0,0.16885228,0.0,0.7210134,0.0923664,0.6789819,0.1961612,0.0,0.0,0.0,0.14465839,0.6769195,0.0,0.64112186,1.1406069,0.24896874,0.16183984,0.296831,0.027155126,0.4151069,0.416785,0.0,0.0,0.34837562,0.27971813
0.36598572,0.15732044,0.2216967,0.13829839,0.52417344,0.18969706,0.80960107,0.0,0.7709916,0.069751084,0.58936316,0.0,0.0,0.48320937,0.5306761,0.68419236,0.53631383,0.6150961,0.0,0.0,0.29536796,0.29270554,0.0,0.17539686,0.29151547,1.174856,0.53876907,0.7479426,0.0,0.57765377,0.79473776,0.52981514,0.20787594,0.32355025,0.30404198,0.0,0.6064223,0.0,0.65730536,0.0,0.6399622,0.0,0.95247173,0.33264017,1.2739434,0.6528384,0.0,0.3595295,0.0,0.122620806,0.069372736,0.0,0.011570916,1.0838577,0.6990285,0.20437478,0.26554447,0.0520825,0.0,0.20000583,0.0,0.1369558,0.16217731,0.46152365
0.36998916,0.13774818,0.35590595,0.08011075,0.38665,0.46790832,0.6364033,0.19235906,0.86015165,0.017339222,0.6590897,0.00384444,0.0,0.25636822,0.50223535,1.0282062,0.45775378,0.5452088,0.0,0.05992558,0.0,0.29879385,0.0,0.23365113,0.29838204,1.0995278,0.35590452,0.46460736,0.0,0.6919075,0.7526013,0.08750936,0.10045031,0.2726222,0.47510648,0.0,0.99546486,0.0,0.78624666,0.0,0.83423173,0.0,0.81648004,0.50425994,0.9517013,0.35930628,0.0,0.3909111,0.0,0.24532063,0.0779882,0.0,0.023234565,1.0677463,0.8032204,0.09869678,0.356991,0.13905182,0.0,0.47191495,0.0,0.07398217,0.5471177,0.4633887
0.20420207,0.29572725,0.8056116,0.3003799,0.77300763,0.6997442,0.6445209,0.0,0.61761206,0.34001762,0.5207833,0.0,0.0,0.15873069,0.7414077,0.72233504,0.43748525,0.5937009,0.0,0.11020262,0.26876897,0.4426118,0.0,0.0,0.45558882,0.8337629,0.6402582,0.8004126,0.23359215,0.4526571,0.76772904,0.10829328,0.0,0.14006546,0.7867068,0.0,0.64930457,0.0,1.1946956,0.0,0.58184147,0.0,0.65978944,0.024379283,0.9187798,0.4943382,0.0,0.30291906,0.0014454369,0.3257233,0.10854351,0.09682904,0.3750849,0.92330146,1.1279289,0.0,0.54020715,0.0,0.0,0.2728394,0.0,0.032395385,0.0,0.14920896
0.17113745,0.2801938,0.6316948,0.0667222,0.9239037,0.23936576,0.4264566,0.0,0.5658576,0.37999076,0.4909124,0.0078931,0.0,0.29592004,0.6379906,0.71209866,0.4322495,0.55322605,0.0,0.0060973987,0.361269,0.46748245,0.0,0.0,0.40919852,1.155472,0.6191297,1.0679998,0.0,0.7664658,0.684973,0.37056333,0.0,0.24858445,0.6586366,0.0,0.5433717,0.0,0.8035048,0.0,0.33334544,0.0,0.5783393,0.11471276,1.1805081,0.67944396,0.0,0.24171233,0.050602302,0.2742031,0.13300669,0.020305365,0.2366527,1.0166028,0.89258146,0.0,0.27573413,0.0,0.0,0.24492139,0.0,0.1885319,0.0,0.33455977
0.48152748,0.7100488,0.28347242,0.26594245,0.24352914,0.84138304,0.8356071,0.08844757,0.84642535,0.25982213,0.25602436,0.060814798,0.0,0.4383915,0.53277284,0.5187578,0.47690538,0.94327104,0.0,0.0,0.5058122,0.14148524,0.0,0.0503869,0.40140006,0.5541365,0.24165316,0.22122213,0.81887054,0.9458271,0.99011976,0.4043722,0.19741109,0.08140409,0.14784324,0.0,0.8541145,0.0,0.8691486,0.0,0.27464724,0.0,1.0812165,0.21774039,0.7015364,0.4150269,0.0,0.18925533,0.0,0.032745432,0.07197922,0.48345447,0.23228829,0.7476337,0.70898426,0.45394924,0.895802,0.0,0.12651752,0.14482926,0.0,0.0,0.5110558,0.191327
0.44820225,0.6948761,0.10900691,0.03218662,0.39395916,0.38114083,0.6181981,0.080229454,0.79434913,0.2999727,0.22653887,0.07403731,0.0,0.575604,0.42957413,0.5082774,0.47110498,0.90252507,0.0,0.0,0.5983525,0.16666909,0.0,0.11617686,0.35519117,0.8759973,0.22014417,0.48877943,0.55953526,1.2599394,0.90775967,0.6671453,0.23735076,0.18974942,0.01944793,0.0,0.74837554,0.010788273,0.47798246,0.0,0.026274294,0.0,0.9997981,0.3076566,0.963149,0.59990025,0.0,0.12781143,0.0,0.0,0.096346684,0.40690327,0.09386906,0.84131205,0.47402704,0.42160463,0.631119,0.0,0.08176266,0.11756064,0.0,0.016257487,0.43676656,0.37638217
0.0,0.44687414,0.43447727,0.0,0.9930948,0.15046757,0.4427902,0.1882447,0.85832167,0.40903687,0.685653,0.041802883,0.0,0.22851533,0.56729275,0.22504595,0.43973362,0.5725574,0.0,0.1636205,0.768361,0.0,0.0,0.0,0.15073125,0.82686305,0.6114859,0.8092913,0.44096112,0.9919361,0.32414585,0.430797,0.27139783,0.13100299,0.18316928,0.0,0.8453668,0.1198875,0.45968223,0.0,0.0,0.0,0.6120113,0.090422064,0.6111256,0.17424183,0.0,0.0,0.0,0.0,0.70023096,0.33032033,0.5671676,1.1803881,0.061193302,0.19540945,0.70315045,0.0,0.7549213,0.19138029,0.060333423,0.021221183,0.44439167,0.0
0.0,0.44504148,0.6348077,0.17935464,0.8646306,0.6042847,0.6293085,0.20510814,0.92556494,0.36052036,0.69697237,0.03736651,0.0,0.090212986,0.66019404,0.24702871,0.47215176,0.62608296,0.0,0.27128974,0.6739222,0.0,0.0,0.0,0.18838817,0.4978573,0.6509327,0.5431425,0.70860314,0.6635079,0.38783777,0.14430821,0.24400412,0.03084436,0.32689154,0.0,0.9419659,0.0,0.8496902,0.0,0.0,0.0,0.691925,0.020178422,0.35497323,0.00032313168,0.0,0.0,0.0,0.0,0.6803764,0.40817034,0.7049735,1.0689328,0.2777626,0.21068652,0.97773033,0.0,0.7997895,0.18803614,0.0966175,0.0,0.5478822,0.0
0.26077342,0.5762593,0.0,0.20924324,0.45932522,0.0,1.1611612,0.05396051,0.85720104,0.51674825,0.9541148,0.36116353,0.0,0.27595645,0.74733454,0.0,0.92504144,0.73345363,0.0,0.26263908,0.65053487,0.0,0.0,0.035651922,0.098723024,1.0999099,0.037211165,0.4490173,0.2704234,0.7425975,0.094884716,0.60381794,0.78895056,0.4960004,0.36136925,0.0,1.1849174,0.0,0.850845,0.0,0.14310336,0.0,0.99018955,0.0,0.9723606,0.0,0.0,0.0,0.0,0.0006019203,0.56673384,0.33568653,0.5929225,1.3611877,0.0,0.40080488,0.20991375,0.08013148,0.22024456,0.21890336,0.0,0.0,0.2854754,0.7660969
0.46060556,0.70796084,0.29225975,0.32570922,0.26729953,0.80054396,0.7777896,0.052041918,0.9774637,0.1762661,0.37037718,0.0,0.0,0.45598847,0.5045028,0.6083397,0.4158223,0.95510054,0.0,0.0,0.41813904,0.26180208,0.0,0.0,0.4684894,0.5306324,0.3341921,0.22471169,0.89385194,0.8452309,1.039993,0.4741453,0.14834973,0.089649424,0.10700144,0.0,0.8801329,0.0,0.899631,0.0,0.23730505,0.0,0.9385251,0.23050353,0.802791,0.5060635,0.0,0.18874407,0.0,0.15249012,0.009326674,0.4016458,0.14776403,0.75713444,0.73362494,0.5690807,0.9065261,0.0,0.091096535,0.13294435,0.0,0.0,0.5349572,0.19821009
0.4259279,0.6946602,0.11494681,0.0914441,0.4153114,0.34100908,0.56378126,0.042872064,0.9237178,0.21733771,0.34289157,0.0,0.0,0.5933209,0.40243775,0.596593,0.40709162,0.91294765,0.0,0.0,0.51088834,0.28861147,0.0,0.0,0.42322198,0.8532797,0.3107084,0.49211395,0.6336022,1.1609192,0.9596881,0.73952925,0.18690827,0.19709349,0.0,0.0,0.77540016,0.008528139,0.50859237,0.0,0.0,0.0,0.8572725,0.318254,1.0638025,0.6897309,0.0,0.12606958,0.005453037,0.09905279,0.033197336,0.3249516,0.0094123185,0.85277,0.500692,0.538615,0.64075357,0.0,0.046329185,0.10904583,0.0,0.14853027,0.4574532,0.38173112
0.20664184,0.4033164,0.7765687,0.16187604,0.6012212,0.47561502,0.5407612,0.089033805,0.8185041,0.44988334,0.6511123,0.023912996,0.0,0.21522635,0.7144274,0.49788246,0.5307386,0.92100835,0.0,0.0,0.5018338,0.16565548,0.0,0.0,0.5040952,0.9242618,0.40404564,0.7035038,0.64551514,0.32671684,0.5716089,0.35159618,0.14562681,0.043352358,0.71254027,0.0,0.88850164,0.0,1.1104397,0.0,0.413978,0.0,0.7348542,0.0,0.83617723,0.298541,0.0,0.21990365,0.0,0.27789453,0.15020606,0.22756125,0.71492255,0.9180279,0.7629016,0.11903097,0.64948815,0.0,0.14659847,0.24592158,0.062046938,0.0,0.09936745,0.0
0.58219564,0.56801015,0.0,0.9655789,0.1816524,0.0,0.86536366,0.0,0.34754428,0.5175897,0.45670488,0.045388356,0.0,0.48455817,0.58608466,0.16799158,0.85911655,0.20797884,0.0,0.23574331,0.4032082,0.48352158,0.0,0.07278289,0.43954676,1.1956223,0.07510106,0.0,0.0,1.1735177,0.6608761,0.55713993,0.66600025,0.57441574,0.65590376,0.18916743,0.2613821,0.0,0.7621273,0.0,0.4925534,0.086852446,0.35073948,0.0,0.9427687,0.3827958,0.10495597,0.0,0.0,0.0,0.07005483,0.34626585,0.21863371,1.2394006,0.0,0.4663627,0.11348015,0.0005365256,0.3427897,0.0,0.18010724,0.0,0.41573626,0.6176513
0.45782107,0.57796675,0.0825313,0.10440841,0.45448443,0.35083246,0.44908756,0.0,0.7734649,0.21858864,0.2654,0.0,0.0,0.63928676,0.3746255,0.61034864,0.4327472,0.9685589,0.0,0.0,0.53576213,0.2973513,0.0,0.0,0.41739458,0.87897384,0.2631836,0.5625794,0.64015514,1.1890757,1.0425152,0.67471933,0.1976277,0.15418682,0.0,0.0,0.78912354,0.0,0.49503484,0.0,0.027534783,0.0,0.9785267,0.38094014,1.0368941,0.6367872,0.0,0.19696921,0.0,0.13245521,0.039452367,0.32278553,0.0,0.79856336,0.50728905,0.4877807,0.6907109,0.0,0.0029924363,0.14309081,0.0,0.091556035,0.4191065,0.2894059
0.2904201,0.7796575,0.5362028,0.0,0.7866633,0.30740094,0.15813261,0.15291315,0.67923737,0.5011402,0.23242292,0.0,0.0,0.48197097,0.34974515,0.72005063,0.32033026,0.82836866,0.0,0.0,0.62614626,0.4455468,0.0,0.053059544,0.6292317,0.8786944,0.46113765,0.7823418,0.63959396,1.2982696,0.91214,0.4709711,0.0,0.10743349,0.28950077,0.012312513,0.8053319,0.11168091,0.57725954,0.0,0.0,0.0,0.5689243,0.2047891,1.0761733,0.6963277,0.0,0.11398795,0.0020845067,0.2218948,0.14759576,0.3765026,0.25019974,0.7850354,0.7591361,0.2790527,0.75538063,0.0,0.30326352,0.22388789,0.0,0.0,0.21340698,0.18841124
0.2812366,0.37675992,0.52926284,0.0,0.8337959,0.26895434,0.21967462,0.050876074,0.5450417,0.45772868,0.3740085,0.0,0.0,0.4836585,0.39421815,0.8139911,0.5052741,0.84596425,0.0,0.0,0.43256682,0.41697353,0.0,0.11305129,0.5893828,1.2311453,0.45254666,1.0820447,0.2975365,0.770843,0.6590749,0.5457287,0.08443776,0.1622739,0.49287897,0.0,0.6754332,0.0,0.82649076,0.0,0.117436655,0.0,0.6708858,0.12475848,1.1714815,0.6785058,0.0,0.18749093,0.0,0.32646158,0.12327104,0.077143915,0.25041977,0.9495877,0.807143,0.1968026,0.5474563,0.0,0.0,0.22525749,0.0,0.17013732,0.0,0.22663736
0.26221836,0.52681106,0.07053886,0.19926932,0.4208184,0.0,1.1662257,0.126652,0.85545015,0.49964792,0.89151144,0.3453129,0.0,0.22068156,0.75973886,0.0,0.93972725,0.76217043,0.0,0.21171641,0.58951765,0.0,0.0,0.0,0.16523819,1.049357,0.057865486,0.49607098,0.23504888,0.72488976,0.084164426,0.5419365,0.67093587,0.5836381,0.31962684,0.0,1.1542737,0.0,0.75361323,0.0,0.14347674,0.0,0.99173284,0.0,0.92782515,0.0,0.0,0.0,0.0,0.0,0.58206517,0.36113185,0.5512242,1.3743533,0.0,0.43890646,0.2774818,0.0,0.26572075,0.2550281,0.0,0.104892634,0.30811298,0.77908385
0.4265169,0.8826067,0.65342516,0.55889654,0.67648625,0.7128684,0.60132605,0.0,0.7376587,0.4299541,0.18517394,0.0,0.0,0.4484471,0.65614766,0.9821158,0.34204605,0.48377708,0.0,0.030647628,0.6627037,0.6215054,0.0,0.0,0.71998835,0.6686921,0.6026496,0.73496217,0.6915988,1.1387043,1.238932,0.14609113,0.0,0.0,0.6646231,0.0,0.3467579,0.0,1.0392958,0.0,0.49716955,0.13209672,0.47688895,0.07544859,0.70017254,0.56631094,0.0038370937,0.11993419,0.026947102,0.47925746,0.17609036,0.34893346,0.28927255,0.7504324,1.1890509,0.31540406,0.6997231,0.0,0.467537,0.061381087,0.0,0.0,0.57828,0.090804525
0.42031196,0.5094087,0.7043885,0.23104009,0.85992706,0.41484088,0.78603184,0.0,0.4840083,0.38255852,0.40455854,0.16971555,0.0,0.18488927,0.8229711,0.69958,0.23427516,0.68935955,0.0,0.18914875,0.64141685,0.23481147,0.0,0.0,0.37551284,0.7751068,0.89866215,0.8766277,0.34083194,0.105361715,0.5167463,0.007756248,0.0756294,0.0,0.7926997,0.027945679,0.7749102,0.0,0.91251016,0.0,0.77322745,0.0,0.57335645,0.23331863,0.83890516,0.30080837,0.0,0.18926185,0.029608106,0.31664115,0.25398383,0.16037607,0.34891516,0.95179296,0.8452732,0.02595018,0.7713908,0.0,0.13841759,0.39404625,0.0,0.09777894,0.11027905,0.22991613
0.3862478,0.49525887,0.5283672,0.0,1.0090358,0.0,0.57048094,0.0,0.43101984,0.42321235,0.37616575,0.18240961,0.0,0.32216728,0.7203918,0.6884077,0.22687376,0.6478449,0.0,0.084759556,0.7340713,0.2608835,0.0,0.0,0.32981837,1.0973973,0.8760742,1.1441003,0.08099702,0.42033517,0.43550915,0.27195588,0.11481443,0.08516618,0.6633825,0.05545349,0.669721,0.0,0.5214137,0.0,0.52520365,0.0,0.4920287,0.3220515,1.1001893,0.48502278,0.0,0.1271456,0.07883182,0.26393297,0.2780798,0.08374672,0.21053281,1.0465406,0.61142194,0.0,0.5061125,0.0,0.093655914,0.36861897,0.0,0.25387126,0.034233347,0.4141331
0.38492024,0.4293515,0.5823539,0.02780985,1.0358452,0.006643072,0.43046942,0.05305224,0.40476167,0.3569302,0.41631106,0.1694628,0.0,0.2870298,0.7754374,0.66051835,0.21940139,0.6290735,0.0,0.04038366,0.6884679,0.30973148,0.0,0.0,0.39887944,1.1248347,0.7872163,1.205907,0.07510148,0.36882466,0.4367548,0.29708248,0.06525877,0.15936607,0.6638719,0.0,0.6336139,0.0,0.5736387,0.0,0.5224455,0.0,0.5393125,0.38623512,1.1458516,0.5796759,0.0,0.21788178,0.0150093045,0.39376462,0.19293448,0.09497984,0.15544061,1.0648221,0.530846,0.013015794,0.52447313,0.0,0.059493765,0.381197,0.0,0.23235112,0.0072013885,0.35601363
0.40470088,0.3565112,0.4920828,0.04316116,1.0393413,0.040211193,0.34672093,0.029844757,0.36260125,0.34471852,0.22623992,0.13991803,0.0,0.42861986,0.6300332,0.76858085,0.20852265,0.66464746,0.0,0.027201168,0.5816722,0.49270645,0.0,0.17966104,0.4617275,1.1469176,0.75435793,1.2726486,0.10472679,0.50372124,0.5810847,0.25378105,0.0710661,0.15741502,0.6804848,0.019306924,0.6031826,0.0,0.61952525,0.0,0.49229896,0.0,0.54494756,0.32588986,1.1407815,0.6644555,0.0,0.11736517,0.1144906,0.4833935,0.24830317,0.10421765,0.08815807,0.95238256,0.6703922,0.057792276,0.6319515,0.0,0.0,0.36695656,0.0,0.23818737,0.0,0.46744075
0.6785781,0.748343,0.18465704,0.5310168,0.3984954,0.36794358,1.4328775,0.0,0.6131419,0.51583886,0.34204268,0.38925475,0.0,0.29029822,0.94298816,0.26625144,0.70240897,0.69711256,0.0,0.30083448,0.30415332,0.47627926,0.0,0.120053194,0.39696538,0.9217323,0.31879437,0.3096876,0.36082458,0.09800066,0.4237213,0.105060846,0.53550243,0.5088124,0.92538404,0.13012186,1.0882964,0.0,1.1931349,0.013489883,0.85800815,0.0,0.63769805,0.22300446,1.1296217,0.07556866,0.0,0.22524737,0.0,0.3000677,0.23066594,0.4103769,0.3378964,1.1358342,0.32520092,0.2093389,0.7363055,0.0,0.0,0.2880601,0.0,0.13472563,0.21231164,0.72889143
0.50188637,0.68375456,0.24694371,0.90118456,0.17480874,0.4497369,1.3999891,0.0,0.80573595,0.6666575,0.61926585,0.3646549,0.0,0.3135826,0.88001466,0.29662842,0.8325807,0.43182495,0.0,0.29128006,0.32832402,0.5085663,0.0,0.25430542,0.60960734,1.0433758,0.059722558,0.36467856,0.36612082,0.50224805,0.6179305,0.30903408,0.7039751,0.44422323,0.98280174,0.07031916,0.7692378,0.0,1.3509916,0.05186979,0.99004114,0.0,0.73814285,0.010770649,0.9575393,0.25440222,0.0,0.3096987,0.0,0.36513793,0.30242896,0.30161786,0.56765956,1.3620373,0.7173984,0.27913263,0.26773798,0.0073499773,0.061187103,0.0444766,0.0,0.013526164,0.41783017,0.5373431
0.46823615,0.6690316,0.07179404,0.6673063,0.32465774,0.0,1.1833973,0.0,0.7532585,0.7070294,0.59026086,0.37764505,0.0,0.4508239,0.77708834,0.28584376,0.82607627,0.39074093,0.0,0.18700847,0.42091453,0.53414077,0.0,0.31970736,0.5636246,1.3654256,0.037739113,0.6321986,0.1065658,0.8167391,0.53606415,0.57243454,0.74358284,0.55235195,0.8540009,0.09841174,0.6637406,0.0,0.95985615,0.09133762,0.7418217,0.0,0.6567644,0.10016647,1.2190075,0.43898582,0.0,0.24795914,0.023480007,0.3129218,0.32667702,0.22503228,0.42925662,1.4561859,0.48292756,0.24723946,0.0027932003,0.043078803,0.016429245,0.018017724,0.0,0.16963679,0.34276852,0.7220297
0.09310539,0.38091463,0.39563763,0.4499507,0.8964988,0.0,0.6397637,0.07759773,0.80191046,0.28177986,0.700822,0.28564495,0.0,0.3185181,0.8325237,0.4440619,0.3680385,0.14422016,0.031730175,0.017594084,0.7562978,0.13904187,0.07892711,0.0,0.40373504,0.8569083,0.78727895,1.1187049,0.2014177,0.9537108,0.49668562,0.5142086,0.31554997,0.0,0.3265499,0.0,0.103751644,0.0,0.3799659,0.0,0.16646987,0.0,0.54511726,0.03531608,0.43076164,0.16537401,0.0,0.0,0.045497917,0.0,0.72884464,0.0,0.6824689,1.0731573,0.37951887,0.06964454,0.39693677,0.0,0.65894926,0.2589668,0.2785682,0.0,0.7128995,0.1472953
0.13784024,0.45918405,0.6675143,0.39548224,0.74201894,0.10242306,0.9162235,0.035037115,0.5117773,0.22611625,0.7950597,0.17847803,0.0,0.12614295,1.0760224,0.43454573,0.112336986,0.10795879,0.113707006,0.27715263,0.28163415,0.21677995,0.22790077,0.0,0.31592497,0.68949485,0.5625607,1.3597063,0.40227914,0.7507177,0.5549275,0.22810273,0.16306,0.05975657,0.22670093,0.0,0.15527841,0.0,0.5563344,0.13944802,0.18968269,0.13216628,0.42751443,0.0,0.20673585,0.0,0.17175162,0.14010009,0.023097558,0.0,0.660136,0.0,0.7521649,1.1075922,0.47494906,0.0,0.49081707,0.0,0.6523916,0.15439606,0.2492376,0.0,1.172101,0.09566837
0.33135363,0.2666059,0.20092605,0.36917004,0.77486265,0.4620092,1.2307103,0.0,0.6030146,0.0,0.6658758,0.16957197,0.0,0.0907879,0.778248,0.39486742,0.5385041,0.7176969,0.0,0.29761034,0.7873187,0.0,0.15277803,0.05690202,0.0,0.39600644,0.7489536,0.80966425,0.22712314,0.022309855,0.27797446,0.06393427,0.20780155,0.0,0.14039385,0.0,0.759257,0.0,0.67988145,0.0063891225,0.7768397,0.0,1.0842289,0.37818438,0.40882635,0.07600419,0.0,0.102187455,0.0,0.081173584,0.59551346,0.0,0.25892594,1.0035301,0.41380972,0.406689,0.69785035,0.0,0.14521015,0.4342416,0.05878968,0.0,0.51896787,0.35296905
0.2971179,0.25269356,0.024543554,0.13507134,0.9236647,0.0022432357,1.0155907,0.0,0.5498143,0.028221816,0.6377366,0.18214333,0.0,0.22808114,0.67581254,0.38353452,0.53073096,0.6760037,0.0,0.1931724,0.87999976,0.0,0.1788629,0.12160477,0.0,0.7183968,0.7261151,1.0771172,0.0,0.3374833,0.196998,0.3284651,0.24681136,0.08356347,0.010862581,0.0002683811,0.6541954,0.0,0.28880116,0.045436632,0.5288969,0.0,1.0029222,0.46664247,0.6700343,0.26006562,0.0,0.039915085,0.039520144,0.028261501,0.6195465,0.0,0.12055218,1.098526,0.18021528,0.37560937,0.43243384,0.0,0.10044688,0.40924186,0.0007514134,0.10992017,0.44251436,0.5369914
