latent_cpu_df_0,latent_cpu_df_1,latent_cpu_df_2,latent_cpu_df_3,latent_cpu_df_4,latent_cpu_df_5,latent_cpu_df_6,latent_cpu_df_7,latent_cpu_df_8,latent_cpu_df_9,latent_cpu_df_10,latent_cpu_df_11,latent_cpu_df_12,latent_cpu_df_13,latent_cpu_df_14,latent_cpu_df_15,latent_cpu_df_16,latent_cpu_df_17,latent_cpu_df_18,latent_cpu_df_19,latent_cpu_df_20,latent_cpu_df_21,latent_cpu_df_22,latent_cpu_df_23,latent_cpu_df_24,latent_cpu_df_25,latent_cpu_df_26,latent_cpu_df_27,latent_cpu_df_28,latent_cpu_df_29,latent_cpu_df_30,latent_cpu_df_31,latent_cpu_df_32,latent_cpu_df_33,latent_cpu_df_34,latent_cpu_df_35,latent_cpu_df_36,latent_cpu_df_37,latent_cpu_df_38,latent_cpu_df_39,latent_cpu_df_40,latent_cpu_df_41,latent_cpu_df_42,latent_cpu_df_43,latent_cpu_df_44,latent_cpu_df_45,latent_cpu_df_46,latent_cpu_df_47,latent_cpu_df_48,latent_cpu_df_49,latent_cpu_df_50,latent_cpu_df_51,latent_cpu_df_52,latent_cpu_df_53,latent_cpu_df_54,latent_cpu_df_55,latent_cpu_df_56,latent_cpu_df_57,latent_cpu_df_58,latent_cpu_df_59,latent_cpu_df_60,latent_cpu_df_61,latent_cpu_df_62,latent_cpu_df_63
0.0,0.0,0.6025526,0.29881772,0.817636,0.6412068,0.16655286,0.0,0.22697821,0.2985607,0.40670305,0.30881596,0.64120835,0.5175492,0.052167013,0.4705221,0.21807721,0.0,0.25883448,1.0245752,0.8673186,0.8855671,0.6992482,0.124929614,0.5174676,0.0,0.9078659,0.7206212,0.19047295,0.6932648,0.27270496,0.38051394,0.21466112,0.2800049,0.24647675,0.48987076,0.8665586,0.0,0.38992402,0.39525053,0.19194797,0.28807515,0.54657054,0.28820613,0.0,0.39978462,0.2207206,0.6711815,0.36100826,0.15514049,1.4889414,0.0,0.7836478,0.0,0.4251629,0.0,0.3929652,0.0,0.48407084,0.75165683,0.8344772,0.73353463,0.48315412,0.411897
0.5296849,0.053621836,0.54647934,0.15098554,0.60495055,0.50987506,0.0,0.22825047,0.37027937,0.462762,0.0,0.2507156,0.5815881,0.62977225,0.04138203,0.9358735,0.15794873,0.09069356,0.3086744,0.5652463,1.068568,1.3135753,0.354626,0.07424116,0.92013854,0.91430736,1.0171405,0.42052573,0.4735024,0.41588885,0.7192015,0.97139585,0.30887824,0.34164867,0.56032884,0.35765728,0.5376785,0.0,0.5722054,0.24941123,0.13642797,0.26643813,0.13298988,0.29075786,1.0044463,1.2752717,0.26304895,0.8835145,0.09035267,0.35145292,0.43907005,0.07716486,0.24602655,0.0,0.8109827,0.0,0.025263093,0.0,0.00073073804,0.8037043,0.90252763,1.0679934,0.31211543,0.284138
0.07454316,0.012052946,0.37736094,0.29461646,0.62054396,1.0554316,0.30376148,0.1316555,0.54955184,0.30058104,0.5369779,0.41737014,0.572058,0.2808413,0.31788516,0.3718256,0.30378082,0.0,0.41451168,0.8997645,1.3753682,1.0553533,0.54126465,0.038236007,0.6642442,0.0,1.2408271,0.5041686,0.5256256,0.14119726,0.1045528,0.5766332,0.52535915,0.3373681,0.3888499,0.4561365,0.6202751,0.0,0.7152349,0.48536536,0.20512374,0.4174472,0.3619504,0.44614756,0.09575677,0.5251271,0.20973581,0.7048395,0.2583709,0.08339227,1.1216801,0.047930393,0.81322986,0.0,0.874941,0.0,0.39725053,0.0,0.8581805,0.9002901,0.84347326,0.7723313,0.6040966,0.3838497
0.04669132,0.0,0.49763143,0.19266158,0.68985724,0.7414482,0.1918541,0.0317659,0.32825404,0.40382904,0.43107885,0.46300524,0.6687417,0.5676261,0.062497184,0.40243846,0.14504248,0.0,0.32302663,1.0378119,0.90602905,1.0604236,0.5593347,0.18171494,0.52298737,0.0,0.98480594,0.8319215,0.27632427,0.5548063,0.18875685,0.706223,0.42432174,0.37676114,0.26229542,0.58801675,0.82799304,0.0,0.43554103,0.5303411,0.24758045,0.32668048,0.43746942,0.5273653,0.0,0.41822064,0.17740986,0.8212672,0.46771464,0.12234252,1.3911083,0.0,0.91601056,0.0,0.5896143,0.0,0.35876626,0.0,0.70433956,0.8667009,0.8413957,0.7920509,0.48188713,0.58122057
0.082448564,0.08000036,0.46739423,0.005072579,0.6102284,0.7038785,0.37162372,0.07841073,0.20301609,0.28745443,0.60691196,0.32091948,0.53502333,0.2259895,0.46112245,0.34854805,0.034686316,0.0,0.5140846,1.0541482,0.9937865,1.1624873,0.713731,0.10170141,0.5326646,0.0666087,0.989483,1.0123255,0.46478224,0.25640002,0.08575971,0.5600652,0.4092301,0.5568108,0.15623374,0.38318104,0.56867003,0.0,0.50076747,0.72020155,0.0,0.59565985,0.16335854,0.48277482,0.13178612,0.538686,0.45339268,0.86010617,0.28537917,0.048769873,1.0760516,0.0,0.74468154,0.0,0.740659,0.0,0.22362478,0.022529567,0.8068356,0.7771829,0.76106495,0.87479335,0.9806792,0.513303
0.04429126,0.0,0.2093661,0.06201791,0.7764691,0.5935821,0.0786245,0.12560022,0.50127,0.33863878,0.50294775,0.43279067,0.63621885,0.4177811,0.21211039,0.36422274,0.30463946,0.0,0.44759122,0.79645824,1.4674336,1.076843,0.5713309,0.10769577,0.61589575,0.23019657,1.2238055,0.77207834,0.26836842,0.45172822,0.017522506,0.8334733,0.56843746,0.44776148,0.26428902,0.48902947,0.5122496,0.0,0.3237789,0.5272724,0.0,0.42553204,0.28015575,0.5409852,0.35873532,0.71274096,0.26144597,0.64619225,0.30733967,0.03521507,1.1471766,0.0,0.67465717,0.0,0.6353836,0.0,0.13504347,0.021003062,0.813454,0.865363,0.77781564,0.928592,0.53711265,0.5723912
0.38010207,0.0,0.3147735,0.10554191,0.4778019,0.5423983,0.0,0.24510938,0.4830933,0.48934728,0.0,0.41450924,0.629173,0.5786466,0.0,0.91660184,0.09581835,0.1482482,0.3783393,0.6722403,1.1714377,1.4496346,0.42557713,0.20790888,0.83921766,0.73906446,1.1304909,0.4441924,0.51681787,0.27863246,0.56712735,1.0826864,0.4354369,0.40126032,0.5578412,0.4759101,0.55831885,0.0,0.5689721,0.39936274,0.17737387,0.42637116,0.12697661,0.48438388,0.98019886,1.3867481,0.3069676,1.0175612,0.2676885,0.3669302,0.54463977,0.102743566,0.28722656,0.0,1.047545,0.0,0.006977491,0.10564301,0.1323345,0.9641796,0.7400247,1.1088555,0.3886358,0.35410494
0.42035642,0.0,0.5038278,0.34190702,0.3397614,0.99901646,0.0,0.25820377,0.5437243,0.44447798,0.0,0.40624243,0.5642501,0.44081944,0.06479314,0.93356997,0.11663214,0.19620234,0.36880547,0.7783881,1.0778266,1.416122,0.40550724,0.15039282,0.88060296,0.41317368,1.1621175,0.17742956,0.7808385,0.0,0.63895786,0.80653673,0.40257362,0.2975326,0.69488144,0.4571466,0.6589025,0.0,0.95948505,0.3646354,0.4224731,0.43004394,0.20754628,0.40556377,0.72166604,1.2080536,0.2762092,1.0853102,0.21805082,0.4269956,0.52281773,0.18002738,0.42529982,0.0,1.2721307,0.0,0.27724272,0.07852219,0.1771533,0.9741814,0.78655195,0.95303684,0.4793957,0.1769099
0.048530474,0.30097184,0.65505964,0.3389949,0.9480529,1.094331,0.2268538,0.07884582,0.31342265,0.0,0.19272691,0.4950211,0.45652935,0.38484114,0.29437423,0.59066176,0.0,0.0,0.23999527,0.84846085,1.0777321,0.7058568,0.37046334,0.0,0.0,0.4542862,0.90758646,0.7942446,0.25015444,0.24530546,0.14752024,0.37490463,0.29759467,0.13702086,0.24297686,0.15584001,0.82803017,0.0,0.18467209,0.18010183,0.104492515,0.18550827,0.17425829,0.13318522,0.26832902,0.36058247,0.025207616,0.7538244,0.0,0.0,0.95151913,0.0,0.5495148,0.28154498,0.2265569,0.00023482926,0.0,0.3783013,0.71169686,0.93923676,0.70478874,0.5618352,0.51129484,0.19874725
0.0,0.43612787,0.79997367,0.2220478,0.8766979,1.0328071,0.4227628,0.007981621,0.08597693,0.038874313,0.34488788,0.38216412,0.40704164,0.30508173,0.5216614,0.5687796,0.0,0.03874674,0.32121342,0.9225635,0.8907981,0.76373094,0.46233323,0.0,0.0,0.5567676,0.8378308,1.079942,0.48678815,0.1634622,0.08643127,0.41685724,0.32630065,0.24181703,0.12019469,0.15408422,0.7079856,0.0,0.15959653,0.34143326,0.024804577,0.33741206,0.07792445,0.14279534,0.33341718,0.35892338,0.26269662,0.9634964,0.0,0.0,0.8815428,0.0,0.62641776,0.40358773,0.36884326,0.0,0.011349857,0.34128305,0.7630778,0.7476113,0.7321734,0.58241206,0.87462157,0.2638057
0.0,0.35944614,0.7232251,0.51396775,0.89829564,1.3810601,0.33903447,0.06566682,0.4403028,0.04770407,0.26562333,0.48312747,0.44359562,0.35937375,0.3731352,0.59796494,0.1684342,0.1259633,0.2364937,0.76997226,1.2714047,0.6490128,0.2961728,0.0,0.086632565,0.39661232,1.098388,0.5725085,0.551898,0.04090652,0.09563599,0.42124432,0.44887355,0.026579175,0.36068314,0.23595287,0.7548962,0.0,0.373469,0.11112623,0.24532801,0.16661637,0.27574354,0.116272315,0.3001923,0.350991,0.032256573,0.8139713,0.0,0.0,0.9294892,0.0,0.694651,0.2612731,0.49368078,0.122016124,0.19005889,0.30782261,0.8144809,0.85499513,0.8025138,0.48022887,0.5130374,0.14151004
0.0,0.34284183,0.6553772,0.2170893,0.88776994,1.2058833,0.0,0.30991378,0.4612069,0.04436724,0.32524323,0.5596583,0.50750446,0.27090758,0.25248054,0.91922826,0.055678967,0.0016972385,0.23208609,0.8522784,1.0334989,0.69603693,0.30012962,0.0,0.056413215,0.65076697,0.8748791,0.555228,0.08681498,0.48454428,0.0,0.26701063,0.36800405,0.07526323,0.3870021,0.05964403,1.04795,0.0,0.11247969,0.2927232,0.19741616,0.15494403,0.05993852,0.35682243,0.233738,0.23064624,0.052172646,0.7719842,0.0,0.0074628918,0.95765805,0.0,0.56854975,0.3578039,0.382531,0.002200516,0.006264828,0.413863,0.7566732,1.1322922,0.64209944,0.57280105,0.79253775,0.3135644
0.0,0.32412788,0.85499346,0.4140693,0.97737336,1.0642205,0.21339521,0.0,0.22574726,0.14723314,0.15164885,0.53266835,0.53986335,0.6456741,0.113169715,0.633691,0.0215283,0.05149029,0.15786384,0.909571,0.80122155,0.6475191,0.31970057,0.0,0.0,0.37531427,0.8503409,0.9008875,0.30628937,0.44815177,0.17154145,0.5402917,0.35341316,0.06961145,0.24094193,0.37554735,0.9585513,0.0,0.09326038,0.16002192,0.2852047,0.082268864,0.3505938,0.20623508,0.19597471,0.24895425,0.011369631,0.9353681,0.16434395,0.0,1.2009236,0.0,0.7971592,0.31856173,0.20017992,0.0,0.15597409,0.29249194,0.66069037,0.80779755,0.7899917,0.50018984,0.40380883,0.34507567
0.5595531,0.2682764,0.92201185,0.5877276,0.72924364,1.42422,0.0,0.07651141,0.4270303,0.38427454,0.0,0.56964827,0.65097773,0.5560273,0.23229134,1.2330797,0.0,0.3279235,0.1662491,0.6433154,0.9034314,1.2714353,0.0066294614,0.0,0.519208,0.7955806,1.0133713,0.40897143,0.7268791,0.091925666,0.61743265,0.6947389,0.25078118,0.10793749,0.74032784,0.25047174,0.8429513,0.0,0.76350105,0.03766288,0.40009937,0.26387733,0.060695432,0.07172787,0.9054224,1.1058962,0.23163304,1.1349204,0.0,0.43737316,0.22848818,0.12874281,0.267277,0.086928934,0.77997315,0.0,0.17105488,0.12273204,0.3032092,0.8097179,0.91021055,0.7715726,0.3776875,0.13408092
0.5173869,0.25131133,0.8547126,0.29094732,0.7191839,1.2489069,0.0,0.32094178,0.4482562,0.38076025,0.0,0.64636546,0.71486676,0.467538,0.11141823,1.5545869,0.0,0.20392853,0.16245495,0.72569555,0.66548526,1.3181462,0.010846743,0.0022579134,0.4888072,1.0495837,0.79024297,0.39172083,0.2619723,0.5352597,0.5124545,0.54000217,0.17017782,0.1567952,0.7669719,0.07453103,1.1358111,0.0,0.5024872,0.21944694,0.35206437,0.25251132,0.0,0.3126953,0.8390839,0.9857838,0.25209498,1.0931704,0.0,0.4929771,0.25675273,0.024289556,0.14116266,0.18308264,0.66843325,0.0,0.0,0.22911209,0.24540387,1.0863655,0.7492977,0.8641563,0.65780735,0.30643088
0.53215027,0.23989591,1.0432279,0.48594183,0.7993599,1.1100018,0.0,0.0,0.20628695,0.4872167,0.0,0.6156046,0.7476273,0.8427723,0.0,1.264113,0.0,0.24823669,0.07582115,0.7814903,0.4340226,1.2759659,0.025148349,0.03756608,0.37763852,0.7771976,0.75800604,0.7367758,0.4778815,0.50501144,0.70095426,0.82346183,0.15020233,0.1476298,0.61433357,0.38298634,1.0503352,0.05129872,0.48376498,0.08296098,0.44234395,0.17363845,0.13615946,0.1536647,0.79897714,0.9993901,0.20024773,1.2517564,0.16040394,0.47685716,0.49808133,0.034341227,0.37003535,0.15147024,0.49397415,0.0,0.1329324,0.10086868,0.1493724,0.7750096,0.90727407,0.79131204,0.2565455,0.33196118
0.56498367,0.3396495,1.0068347,0.29725182,0.71450305,1.0739613,0.0,0.021525048,0.077439174,0.3728332,0.0,0.47142768,0.6141316,0.50139505,0.377603,1.207485,0.0,0.24469638,0.25999638,0.79699606,0.52223206,1.3815439,0.1766226,0.0,0.38935125,0.9535054,0.75841385,0.91684455,0.66436243,0.21001235,0.6024002,0.68294847,0.13212475,0.325731,0.504624,0.17402042,0.79318744,0.0,0.54926705,0.27072266,0.17776407,0.4391809,0.0,0.10439211,0.9403517,1.1172482,0.47010612,1.287935,0.0,0.3998094,0.18195054,0.057842232,0.19885224,0.22369412,0.64939535,0.0,0.0,0.16119108,0.2518415,0.6927775,0.83253545,0.87392527,0.7483875,0.26072684
0.067799464,0.28404438,0.66292983,0.60216826,0.772311,1.5986648,0.2129198,0.045727953,0.43024316,0.072519526,0.11380492,0.6562201,0.57101923,0.3362574,0.48139453,0.6344914,0.25631976,0.0,0.3970738,0.87356335,1.3542131,0.8320604,0.39706358,0.0,0.15801226,0.18480459,1.1465144,0.67700773,0.44192696,0.026107937,0.0,0.5329108,0.59194416,0.0491776,0.34084105,0.30516252,0.79850864,0.0,0.3671528,0.21729353,0.15815458,0.26678896,0.16793257,0.24060777,0.21872969,0.47967106,0.21720949,0.9140515,0.19594571,0.07670523,1.1326665,0.0,0.61885357,0.120626986,0.7179971,0.0,0.23100631,0.27503932,1.0716891,0.6493178,0.7879973,0.62683976,0.44316947,0.4154452
0.06942759,0.36068112,0.7397468,0.31026056,0.7507714,1.2503947,0.29656643,0.0,0.07595743,0.06366764,0.19302142,0.55527997,0.5344628,0.28196245,0.6298935,0.6053364,0.0,0.0,0.48187003,1.0261638,0.9736014,0.9467395,0.5632565,0.0,0.030802589,0.344941,0.8860047,1.184445,0.3768391,0.14862575,0.0,0.52846104,0.46940443,0.2644371,0.10039313,0.22333978,0.7515738,0.0,0.15327728,0.44762388,0.0,0.43762285,0.0,0.26718283,0.25196898,0.4876324,0.4477176,1.0636063,0.22337379,0.034622107,1.084732,0.0,0.5506187,0.2628946,0.5931109,0.0,0.052323475,0.3085421,1.0202863,0.541853,0.7175947,0.72902447,0.80483085,0.5377777
0.024755925,0.2682938,0.5937834,0.3050576,0.76068246,1.4238104,0.0,0.2895409,0.45038587,0.06960268,0.17433679,0.7323098,0.63497514,0.24784593,0.36125684,0.9551772,0.14222822,0.0,0.39121437,0.95569426,1.1164025,0.8798259,0.40040404,0.044135675,0.12822224,0.43931797,0.92210495,0.6596566,0.0,0.47046435,0.0,0.3798678,0.5104448,0.09745065,0.36639053,0.12798247,1.0920212,0.0,0.106221646,0.3984478,0.11053413,0.25439167,0.0,0.48017022,0.1520013,0.35877633,0.23583369,0.8715033,0.2132935,0.13126643,1.1606089,0.0,0.49278307,0.21805027,0.60777044,0.0,0.0467154,0.38027582,1.0138757,0.9281517,0.6287624,0.71938473,0.7212038,0.5868
0.03873232,0.25796783,0.7806416,0.49975574,0.8394512,1.285317,0.10406832,0.0,0.20744498,0.1765951,0.009702958,0.700986,0.6677956,0.62315005,0.22702523,0.66396636,0.09494821,0.0,0.30272797,1.0112655,0.88506156,0.8385915,0.41391912,0.078504056,0.017601442,0.16738954,0.88871884,1.0046214,0.19180392,0.44113326,0.010284938,0.6648468,0.4896656,0.08776076,0.2127703,0.435326,1.0071309,0.0,0.08757362,0.26139694,0.20118552,0.17459367,0.24360044,0.31987935,0.1115447,0.37168092,0.18233791,1.0293732,0.4053707,0.11421108,1.4016482,0.0,0.72169507,0.18757671,0.43448937,0.0,0.19154298,0.25100657,0.91783696,0.618757,0.78824407,0.64650565,0.31807125,0.6114375
0.037278507,0.26498985,0.49436855,0.3694684,0.9277551,1.136956,0.0,0.039483324,0.38162914,0.11076045,0.08017264,0.67144823,0.6352006,0.47322106,0.37584525,0.6266366,0.2565954,0.0,0.42952,0.7701807,1.4463202,0.85387355,0.42686096,0.0056147575,0.10985118,0.5050343,1.1291001,0.9448866,0.1844879,0.33695245,0.0,0.7902704,0.6347476,0.1593917,0.21594445,0.33767542,0.69068336,0.0,0.0,0.25900748,0.0,0.2745575,0.0861709,0.33501458,0.48158872,0.667045,0.26835606,0.85515934,0.24493247,0.028208245,1.158064,0.0,0.48029435,0.21024743,0.47884238,0.0,0.0,0.31484684,1.0269601,0.61506116,0.7228543,0.7830887,0.37554598,0.6036815
0.3985263,0.17954233,0.78528214,0.6294204,0.55863667,1.5688506,0.0,0.11377729,0.41193914,0.29824585,0.0,0.56753737,0.7868668,0.5712122,0.18490383,1.2518368,0.0,0.1291027,0.4122277,0.6915588,0.99743694,1.4674644,0.11000181,0.0,0.4088718,0.5886135,0.9910289,0.6003357,0.7057106,0.1098415,0.3424987,0.70029527,0.46589404,0.18694764,0.7634547,0.39149794,0.8670285,0.0,0.8023546,0.11314018,0.38221905,0.4037611,0.0,0.23811233,0.8243095,1.2863812,0.28618002,1.3108134,0.01914574,0.53034925,0.39955533,0.12138219,0.1594964,0.0,1.0626618,0.0,0.1865316,0.21284729,0.5304486,0.7851342,0.7148633,1.0059714,0.30912277,0.27055466
0.35545027,0.16383675,0.71606725,0.3322975,0.5469501,1.3940133,0.0,0.35756737,0.43204173,0.29535115,0.0,0.64360386,0.85082513,0.48280358,0.06479336,1.5724921,0.0,0.0041612647,0.40629178,0.7736804,0.7596314,1.515269,0.11330979,0.09897013,0.3791044,0.8431457,0.766572,0.58298075,0.24018857,0.5542358,0.23890322,0.54731494,0.3843615,0.23519903,0.7889636,0.214272,1.1605651,0.0,0.54142654,0.29427114,0.33461392,0.3913256,0.0,0.47762278,0.7575667,1.1654575,0.30473614,1.2682357,0.036495693,0.5848719,0.42748564,0.016832754,0.03342754,0.0,0.9524837,0.0,0.0022145137,0.3180414,0.4726349,1.0640491,0.5556906,1.0985149,0.5870799,0.44187254
0.4020716,0.25352523,0.8661356,0.33823466,0.5405251,1.2195779,0.0,0.05746416,0.060020372,0.28808838,0.0,0.4679684,0.7501643,0.5167472,0.3317958,1.2244768,0.0,0.043914344,0.50153697,0.84470385,0.6165289,1.579839,0.27811074,0.049608618,0.28032753,0.74763477,0.7333185,1.1079928,0.6419191,0.23012519,0.33033127,0.6921444,0.34531224,0.40348476,0.5253987,0.31238338,0.8186673,0.0,0.5882983,0.3448467,0.1607745,0.57684857,0.0,0.26775748,0.85840094,1.2960522,0.520704,1.4621127,0.04644561,0.49054477,0.3523251,0.0502823,0.09116578,0.018446594,0.93490595,0.0,0.009393275,0.24884894,0.4790635,0.672892,0.640794,1.1082407,0.6753413,0.39506194
0.37047368,0.15206149,0.90512985,0.5273899,0.6275909,1.2549722,0.0,0.013746373,0.19039345,0.40163058,0.0,0.6130289,0.88356584,0.8580148,0.0,1.2822615,0.0,0.048739847,0.3202699,0.82954913,0.52812856,1.4727762,0.1278712,0.13458869,0.26775476,0.5706084,0.7347146,0.92806554,0.45627356,0.5236846,0.4270079,0.8302728,0.3646515,0.22620684,0.6366496,0.52309453,1.0748959,0.0,0.5226798,0.1579718,0.42477068,0.31275827,0.0,0.31900844,0.71757543,1.1792958,0.25343344,1.4270582,0.2285029,0.5690609,0.6689097,0.026911903,0.26228723,0.0,0.7776355,0.0,0.14788555,0.19013686,0.37660587,0.7520454,0.71316975,1.0256821,0.186436,0.4676977
0.032888502,1.0174768,0.17328471,0.63313496,0.5577804,0.5132901,0.13340887,0.0,0.023051351,0.8066046,0.115771815,0.9377097,0.33115104,0.43889558,0.22680381,0.14714724,0.45523775,0.0,0.0,0.6768252,0.5825489,1.2712948,0.0,0.38292226,1.0871435,1.1490312,0.18205427,0.56298757,0.0,0.7058672,0.58579814,0.56624067,1.1349076,0.6052521,1.2115314,0.5088782,0.18305787,0.11801584,0.80283797,0.22793,0.095572345,0.36512464,0.0,0.030407019,0.81020683,0.39642465,0.36165804,0.20563486,0.0,0.26019242,0.21580282,0.8434103,0.27090782,0.69671893,0.64783347,0.0,0.09958809,0.047492243,0.9703385,0.0,0.18983206,0.53954774,0.0,1.0950733
0.0,0.945171,0.09210166,0.52104867,0.3202257,0.48566025,0.06098827,0.0,0.00668779,0.921931,0.19518518,0.9801196,0.41295585,0.45991474,0.21915208,0.10955467,0.26230264,0.0,0.0,0.7541061,0.6147623,1.3654017,0.0,0.4499918,1.0621319,1.0677404,0.22939561,0.5974498,0.0,0.5492722,0.38089713,0.7482069,1.3185757,0.69424576,1.1718284,0.52630156,0.22099517,0.0,0.7206496,0.3831255,0.16480178,0.36495715,0.0,0.09883444,0.84959763,0.42481673,0.44785142,0.29602337,0.0,0.362363,0.14100602,0.8153682,0.21663454,0.53493226,0.86109585,0.0,0.10685273,0.026527055,1.0939547,0.07293371,0.14750648,0.5897531,0.0,1.2493372
0.0,0.6753342,0.10323903,0.53280604,0.13006422,1.0478598,0.0,0.31050766,0.28285134,0.9760896,0.0,1.459664,0.68745714,0.24905227,0.15699506,0.38285863,0.17529702,0.0,0.16576709,1.2885995,0.6263861,1.6205962,0.0,0.902853,1.084982,0.6565578,0.07060984,0.48619896,0.0,0.61507577,0.0,0.3838465,1.5641936,0.8912225,1.4575827,0.6263433,0.5972317,0.0,0.9719455,0.8279359,0.19947761,0.6631645,0.0,0.79017854,0.4264753,0.2976746,0.8228662,0.5887655,0.003534941,0.6232203,0.45621657,1.0119735,0.3276528,0.04366663,1.2299715,0.0,0.1721277,0.36644375,1.4688591,0.42316753,0.0,1.0116245,0.48017567,1.672079
0.0,0.67159486,0.12081963,0.6099373,0.11055276,0.9720916,0.0,0.00916402,0.11550327,1.0369438,0.0,1.4860637,0.62094223,0.3671375,0.13123679,0.08416263,0.20140469,0.0,0.10402833,1.226486,0.5869337,1.5643709,0.06978173,0.8786832,1.0894066,0.451808,0.044125214,0.7248795,0.0,0.3715579,0.0,0.57233703,1.5706583,0.87163556,1.2924314,0.7820583,0.3534907,0.0,1.0042431,0.73777086,0.0019094646,0.70747995,0.0,0.5149977,0.47022212,0.36817265,0.8221253,0.5897478,0.027998356,0.5761061,0.45313933,0.9872442,0.31934708,0.0,1.0919212,0.0,0.23546024,0.3317631,1.3912922,0.24061126,0.0,1.006622,0.3083688,1.5673779
0.0,0.7654689,0.25262868,0.5386219,0.12306282,0.87359303,0.13407657,0.010177605,0.0,0.9690464,0.0,1.283798,0.5868209,0.28302443,0.4242677,0.034541517,0.010218911,0.0,0.2602534,1.3595314,0.48333353,1.6855538,0.14913306,0.8531066,0.98642963,0.56123435,0.036885664,1.011174,0.17921348,0.29134083,0.0,0.52929825,1.5248152,1.0592934,1.1936156,0.7239994,0.25557363,0.0,1.0188477,0.87828,0.025790438,0.8483085,0.0,0.5797971,0.52716625,0.42798173,1.0381589,0.7823492,0.01350644,0.52851015,0.3809376,1.0453889,0.38540715,0.08615616,1.2128762,0.0,0.17904678,0.2968311,1.4752848,0.032813683,0.06464962,1.0213362,0.56767094,1.6249026
0.04201612,0.48369202,0.29028445,0.6484518,0.54041296,0.68984616,0.0,0.15619895,0.38207316,0.9245934,0.0,1.4961106,0.67731816,0.46235722,0.057538,0.18170902,0.58446157,0.0,0.52435136,1.1417379,0.9352782,1.4311051,0.14708638,1.0267955,0.9718956,0.6431414,0.47627062,0.7870287,0.07776131,0.32301313,0.0,0.53159285,1.8274454,1.0438327,1.4768858,1.0282314,0.09466775,0.0,0.82861876,0.78615785,0.0,0.84326166,0.0,0.86290026,0.8165356,0.7272682,1.1403836,0.69622576,0.026075093,0.6818703,0.5036526,1.0546492,0.30837116,0.0,0.8973923,0.0,0.20360526,0.4783546,1.4831994,0.0,0.0,1.0813417,0.45792812,1.8432993
0.0,0.6485985,0.0,0.4131713,0.0,0.8379115,0.0,0.16569087,0.30292404,1.0803801,0.0,1.848059,0.69312775,0.5614122,0.18448305,0.015963145,0.06273857,0.0,0.15875465,1.3238516,0.9967524,1.90008,0.077007174,1.0290805,0.94964033,0.5921106,0.32995638,0.71860945,0.18476056,0.24202405,0.0,1.2456383,2.131546,1.1053904,1.5167873,1.1083853,0.29350573,0.0,0.82803583,0.8526884,0.10912314,0.6727603,0.0,0.992506,0.7401267,0.5609743,0.8449909,0.8442021,0.2088564,0.5269824,0.51164496,0.9971712,0.33632058,0.0,1.6792107,0.0,0.0,0.5391212,1.8874432,0.14028981,0.0,1.3059195,0.0,1.865406
0.0,0.7236383,0.079277754,0.3595814,0.0,0.9435476,0.054448187,0.124772124,0.015671335,1.0231277,0.0,1.7425607,0.59125346,0.36883008,0.4260261,0.00863149,0.0,0.0,0.24622358,1.5840728,0.5217282,1.975014,0.22831254,1.0337261,0.8602061,0.42334026,0.1086448,0.9598783,0.38719958,0.03631211,0.0,0.9550284,1.9814385,1.2203779,1.4198492,1.0151241,0.34329668,0.0,1.0041844,1.0520136,0.13123368,0.8533623,0.0,0.94856477,0.517138,0.3948651,1.0556024,1.0662242,0.18630007,0.55112773,0.4437933,1.0037007,0.40590006,0.0,1.7711487,0.0,0.0,0.552262,1.880907,0.029905178,0.0,1.2525146,0.46344015,1.8164258
0.0,0.5919806,0.004937172,0.4411753,0.0,1.0277705,0.0,0.14296734,0.25444183,1.0724372,0.0,1.9643482,0.62329555,0.45052165,0.110115826,0.083809294,0.062419094,0.0,0.15425158,1.4587817,0.6211103,1.8210223,0.17624003,1.0918956,0.94418174,0.2980386,0.15573989,0.67671347,0.17910028,0.08472133,0.0,0.9453741,2.0551572,1.0509098,1.5527194,1.1117405,0.42090616,0.0,0.9870064,0.9310971,0.09445691,0.7446186,0.0,0.9274751,0.47232568,0.3593958,0.89674354,0.89846,0.1989666,0.63116497,0.52602196,0.94844174,0.33847722,0.0,1.6093378,0.0,0.0,0.6227712,1.7971665,0.16968516,0.0,1.2390068,0.2690193,1.7898638
0.0,0.48551387,0.15497866,0.39402425,0.0,1.0618999,0.0,0.5003384,0.5200825,0.9573665,0.0,1.9948884,0.6837456,0.3253736,0.06914041,0.4570481,0.20881194,0.0,0.40340126,1.5435123,0.6482597,1.7815533,0.1706784,1.2111307,0.88433444,0.45648384,0.2984736,0.44716108,0.057977006,0.23546334,0.0,0.6031903,2.1299984,1.1235517,1.8171993,1.0684884,0.60541475,0.0,0.9472028,1.0784092,0.25441107,0.79388684,0.0,1.3301468,0.46396458,0.359891,1.064249,0.96992165,0.16917902,0.7729026,0.5583454,0.98158807,0.34280807,0.0,1.6282218,0.0,0.0,0.76122224,1.8754681,0.15385032,0.0,1.247528,0.6300696,1.9848762
