latent_motherboard_df_0,latent_motherboard_df_1,latent_motherboard_df_2,latent_motherboard_df_3,latent_motherboard_df_4,latent_motherboard_df_5,latent_motherboard_df_6,latent_motherboard_df_7,latent_motherboard_df_8,latent_motherboard_df_9,latent_motherboard_df_10,latent_motherboard_df_11,latent_motherboard_df_12,latent_motherboard_df_13,latent_motherboard_df_14,latent_motherboard_df_15,latent_motherboard_df_16,latent_motherboard_df_17,latent_motherboard_df_18,latent_motherboard_df_19,latent_motherboard_df_20,latent_motherboard_df_21,latent_motherboard_df_22,latent_motherboard_df_23,latent_motherboard_df_24,latent_motherboard_df_25,latent_motherboard_df_26,latent_motherboard_df_27,latent_motherboard_df_28,latent_motherboard_df_29,latent_motherboard_df_30,latent_motherboard_df_31,latent_motherboard_df_32,latent_motherboard_df_33,latent_motherboard_df_34,latent_motherboard_df_35,latent_motherboard_df_36,latent_motherboard_df_37,latent_motherboard_df_38,latent_motherboard_df_39,latent_motherboard_df_40,latent_motherboard_df_41,latent_motherboard_df_42,latent_motherboard_df_43,latent_motherboard_df_44,latent_motherboard_df_45,latent_motherboard_df_46,latent_motherboard_df_47,latent_motherboard_df_48,latent_motherboard_df_49,latent_motherboard_df_50,latent_motherboard_df_51,latent_motherboard_df_52,latent_motherboard_df_53,latent_motherboard_df_54,latent_motherboard_df_55,latent_motherboard_df_56,latent_motherboard_df_57,latent_motherboard_df_58,latent_motherboard_df_59,latent_motherboard_df_60,latent_motherboard_df_61,latent_motherboard_df_62,latent_motherboard_df_63
1.3438013,0.27862376,0.50886196,0.18556453,0.9983257,0.0,0.535262,0.12854496,0.83005285,0.0,0.5586031,0.4535316,0.06274756,0.7627635,0.69526565,0.13733181,1.709724,0.51473016,0.6127882,0.43309864,0.38404995,0.8306175,1.0725052,0.0,0.30422252,0.39547193,0.048859537,0.6477785,0.33216184,1.4586936,0.96242064,0.97796345,1.2060146,0.0,1.7958175,2.0121465,0.71284693,0.0,0.47168916,0.08756277,0.0,0.0,2.078776,0.64650506,0.99687773,0.53931355,0.0,0.8618324,0.0,0.34559384,0.013062149,0.7721299,0.0,0.48579192,0.06985755,0.0,0.0,0.0,0.0,0.0,0.9997933,0.0,1.5232782,0.88489324
1.3430517,0.29252416,0.53346735,0.17454393,1.0072335,0.0,0.5458933,0.13469931,0.83676887,0.0,0.53396314,0.47061625,0.075395904,0.76257634,0.7096857,0.1351929,1.6996205,0.48437554,0.6348618,0.46483436,0.38312107,0.8307981,1.1065121,0.0,0.3168341,0.37026453,0.042552054,0.66427755,0.3656897,1.4921768,0.94932574,0.9487627,1.1920304,0.02091024,1.7631763,2.0200815,0.7173789,0.0,0.44007754,0.07184169,0.0,0.0,2.0762773,0.6239686,0.9661688,0.55642134,0.0,0.87416387,0.0,0.34604895,0.0,0.7728784,0.0,0.47498798,0.09746005,0.0,0.0,0.0,0.0,0.0,1.0142018,0.0,1.5476577,0.89859873
0.0071978197,0.16666004,1.112986,0.4272613,0.109717645,0.0,1.3453531,0.4435929,1.254117,0.0,1.5143319,0.4741527,0.85044277,0.9709356,0.5768342,1.4502081,1.1260414,0.8309125,0.37184876,0.80980575,0.6874203,0.9244908,0.9880306,0.0,0.014985174,1.1711603,0.0,0.0,0.8662089,1.4027051,0.33903432,0.8549387,0.36812526,1.2859418,1.6298721,0.3083522,0.0,0.0,0.37489003,0.90023637,0.0,0.0,1.3578229,1.1962906,1.0056328,0.20410144,0.0,0.7372259,0.6827606,1.3938401,1.0334494,1.1298993,0.0,0.4657581,0.59700185,0.079704225,0.07406524,0.0,0.14456904,0.0,0.74993765,0.0,1.2604898,0.26815265
0.006847106,0.17316285,1.1244966,0.42210573,0.113884784,0.0,1.3503265,0.446472,1.2572589,0.0,1.5028051,0.4821451,0.8563598,0.9708481,0.58358,1.4492077,1.1213149,0.8167123,0.38217503,0.8246521,0.68698573,0.9245753,1.0039394,0.0,0.02088502,1.159368,0.0,0.0,0.8818935,1.4183688,0.33290836,0.84127825,0.36158323,1.306169,1.6146021,0.31206426,0.0,0.0,0.36010176,0.8928819,0.0,0.0,1.3566539,1.1857477,0.9912668,0.21210462,0.0,0.74299467,0.6911371,1.394053,1.0268999,1.1302495,0.0,0.46070397,0.6099146,0.09436533,0.08010566,0.0,0.16424865,0.0,0.75667804,0.0,1.2718948,0.2745642
0.006847106,0.17316285,1.1244966,0.42210573,0.113884784,0.0,1.3503265,0.446472,1.2572589,0.0,1.5028051,0.4821451,0.8563598,0.9708481,0.58358,1.4492077,1.1213149,0.8167123,0.38217503,0.8246521,0.68698573,0.9245753,1.0039394,0.0,0.02088502,1.159368,0.0,0.0,0.8818935,1.4183688,0.33290836,0.84127825,0.36158323,1.306169,1.6146021,0.31206426,0.0,0.0,0.36010176,0.8928819,0.0,0.0,1.3566539,1.1857477,0.9912668,0.21210462,0.0,0.74299467,0.6911371,1.394053,1.0268999,1.1302495,0.0,0.46070397,0.6099146,0.09436533,0.08010566,0.0,0.16424865,0.0,0.75667804,0.0,1.2718948,0.2745642
0.006109081,0.18684652,1.1487184,0.41125703,0.1226537,0.0,1.3607922,0.45253038,1.2638702,0.0,1.4785494,0.49896333,0.8688109,0.9706639,0.59777516,1.447102,1.1113691,0.7868311,0.40390438,0.8558929,0.68607134,0.9247531,1.037416,0.0,0.033299923,1.1345537,0.0,0.0,0.9148985,1.4513298,0.32001764,0.81253296,0.34781694,1.348733,1.5824699,0.3198755,0.0,0.0,0.32898307,0.8774061,0.0,0.0,1.3541944,1.1635628,0.9610367,0.22894561,0.0,0.75513375,0.70876366,1.394501,1.0131183,1.1309863,0.0039748196,0.45006835,0.6370867,0.12521651,0.09281645,0.0,0.20566013,0.0,0.7708618,0.0,1.295894,0.28805596
0.0,0.0,0.8807247,0.30747807,0.10597388,0.0,1.170623,0.16108505,1.1841643,0.0,1.1805855,0.32490674,1.0076252,0.766122,1.0094105,1.384818,1.2669492,0.6898921,0.63248944,0.55456734,0.74069524,0.81738,0.85501295,0.0,0.013746649,1.0327623,0.0,0.057747878,1.0158138,1.1947954,0.47784892,0.89599794,0.60723746,1.2792634,1.29348,0.35610315,0.0,0.0,0.42683333,0.98454714,0.0,0.0,0.8997104,1.5381361,0.6225776,0.0,0.10192199,0.80095005,0.5467209,1.415882,1.3826023,1.4310417,0.15626504,0.8987411,0.6732033,0.11748806,0.0,0.0,0.30011106,0.0,0.56953216,0.0,1.1150261,0.1961333
0.0,0.0,0.8752434,0.30993307,0.10398952,0.0,1.1682546,0.15971409,1.1826682,0.0,1.1860744,0.3211008,1.0048076,0.7661637,1.0061982,1.3852943,1.2691998,0.69665414,0.6275722,0.54749763,0.7409022,0.81733984,0.8474373,0.0,0.010937214,1.0383776,0.0,0.054072417,1.0083449,1.1873366,0.48076603,0.90250295,0.61035275,1.2696314,1.3007513,0.35433552,0.0,0.0,0.43387532,0.98804927,0.0,0.0,0.9002669,1.5431565,0.62941855,0.0,0.09831621,0.798203,0.5427321,1.4157805,1.3857211,1.4308748,0.1538486,0.90114784,0.6670543,0.110506594,0.0,0.0,0.29073977,0.0,0.56632245,0.0,1.1095952,0.19308017
0.0,0.0,0.9010822,0.2983601,0.11334375,0.0,1.1794189,0.1661769,1.1897209,0.0,1.1601995,0.33904174,1.0180899,0.76596725,1.021341,1.3830482,1.2585901,0.6647781,0.6507522,0.5808241,0.7399267,0.8175295,0.88314885,0.0,0.024180919,1.0119067,0.0,0.071398474,1.0435532,1.2224979,0.46701476,0.8718386,0.5956675,1.3150368,1.2664741,0.36266825,0.0,0.0,0.4006793,0.97154033,0.0,0.0,0.8976432,1.5194905,0.59717035,0.0,0.1153139,0.81115246,0.56153536,1.4162585,1.3710195,1.4316609,0.16523947,0.88980234,0.6960404,0.1434173,0.0,0.0,0.33491582,0.0,0.581453,0.0,1.1351966,0.20747261
0.77480936,0.49914917,0.72071743,0.35475096,0.7309352,0.0,0.27300876,0.5869298,0.2133119,0.0,0.87563115,1.1226513,0.6721112,0.71258044,0.939065,0.2623071,1.6569104,0.28420988,0.015640378,0.20069544,0.23865652,0.34920624,0.8598133,0.028088946,0.0,0.93010587,0.5397164,0.46073037,0.4681833,1.2504197,0.5568065,0.86348456,1.1601758,0.79401606,1.3598317,1.3461746,1.0636015,0.0,0.73293275,0.5685874,0.0,0.0,1.4972908,0.8969899,1.1661997,0.75262266,0.635048,0.80657077,0.12002389,0.4647296,0.54920715,0.67841625,0.0,0.7415241,0.45533076,0.018567294,0.0,0.0,0.492542,0.0,1.657907,0.0,0.7570328,0.4323948
0.43780065,0.8358491,0.5011979,0.3396938,0.65840894,0.28834838,1.3960531,0.06973317,0.6973273,0.0,1.1831677,0.41423315,1.4293555,0.7241906,1.0829805,0.8717774,0.75030196,0.7929576,0.11812472,1.4068403,0.15361689,0.7978717,1.2516222,0.0,0.5587991,0.6241617,0.2869955,1.155653,0.4442068,0.37565807,0.0021324344,1.4848671,0.009158045,0.74951893,1.3490232,0.37939277,0.5592496,0.0,1.308686,1.0738933,0.0,0.0,0.8159305,0.9241107,1.3587494,0.4216709,0.18339494,0.0,0.3960769,1.1825445,0.4081514,0.553749,0.47823092,0.21621601,0.35771844,0.6264514,0.022659317,0.07432182,0.09865622,0.0,0.21539277,0.0,1.1767522,0.0
0.4345793,0.8955754,0.60692054,0.2923414,0.69668335,0.38279352,1.4417329,0.09617685,0.7261845,0.0,1.0772967,0.48764125,1.483702,0.72338676,1.1449394,0.86258715,0.7068904,0.6625323,0.21296892,1.5432,0.14962564,0.79864776,1.3977406,0.0,0.6129876,0.5158523,0.25989386,1.226545,0.58826673,0.51952606,0.0,1.3593997,0.0,0.93530166,1.2087731,0.41348714,0.57872194,0.0,1.1728597,1.0063446,0.0,0.0,0.8051951,0.8272779,1.2268014,0.49517834,0.2529434,0.02781373,0.47301295,1.1845,0.3479969,0.55696523,0.52483815,0.16979425,0.4763189,0.7611101,0.07813919,0.13681866,0.2794087,0.0,0.27730197,0.0,1.2815042,0.0
