latent_motherboard_df_0,latent_motherboard_df_1,latent_motherboard_df_2,latent_motherboard_df_3,latent_motherboard_df_4,latent_motherboard_df_5,latent_motherboard_df_6,latent_motherboard_df_7,latent_motherboard_df_8,latent_motherboard_df_9,latent_motherboard_df_10,latent_motherboard_df_11,latent_motherboard_df_12,latent_motherboard_df_13,latent_motherboard_df_14,latent_motherboard_df_15,latent_motherboard_df_16,latent_motherboard_df_17,latent_motherboard_df_18,latent_motherboard_df_19,latent_motherboard_df_20,latent_motherboard_df_21,latent_motherboard_df_22,latent_motherboard_df_23,latent_motherboard_df_24,latent_motherboard_df_25,latent_motherboard_df_26,latent_motherboard_df_27,latent_motherboard_df_28,latent_motherboard_df_29,latent_motherboard_df_30,latent_motherboard_df_31,latent_motherboard_df_32,latent_motherboard_df_33,latent_motherboard_df_34,latent_motherboard_df_35,latent_motherboard_df_36,latent_motherboard_df_37,latent_motherboard_df_38,latent_motherboard_df_39,latent_motherboard_df_40,latent_motherboard_df_41,latent_motherboard_df_42,latent_motherboard_df_43,latent_motherboard_df_44,latent_motherboard_df_45,latent_motherboard_df_46,latent_motherboard_df_47,latent_motherboard_df_48,latent_motherboard_df_49,latent_motherboard_df_50,latent_motherboard_df_51,latent_motherboard_df_52,latent_motherboard_df_53,latent_motherboard_df_54,latent_motherboard_df_55,latent_motherboard_df_56,latent_motherboard_df_57,latent_motherboard_df_58,latent_motherboard_df_59,latent_motherboard_df_60,latent_motherboard_df_61,latent_motherboard_df_62,latent_motherboard_df_63
1.8161558,0.47343612,0.86105967,0.59141135,0.9810908,0.0,0.0,0.0,0.11308028,0.3708227,0.8549468,0.5606315,0.19714849,1.4186049,0.8040727,0.0,1.7752938,0.57623076,0.0,0.22501284,0.4007893,0.83332276,0.0,0.0,0.065812916,0.25780058,0.3277134,0.30398828,0.11505302,1.3443391,1.4239116,1.3313515,1.6643207,1.0541408,1.9546348,1.1589184,0.9140503,0.0,0.46511632,0.018531095,0.0,0.0,0.58488035,0.6520667,0.53486013,0.75523245,0.93334174,0.43711755,0.0,0.0,0.30542785,0.55261433,0.3271567,0.8488149,0.23489517,0.0,0.0,0.0,0.40956998,0.0,1.021389,0.0,1.5383716,0.23139946
1.8161558,0.47343612,0.86105967,0.59141135,0.9810908,0.0,0.0,0.0,0.11308028,0.3708227,0.8549468,0.5606315,0.19714849,1.4186049,0.8040727,0.0,1.7752938,0.57623076,0.0,0.22501284,0.4007893,0.83332276,0.0,0.0,0.065812916,0.25780058,0.3277134,0.30398828,0.11505302,1.3443391,1.4239116,1.3313515,1.6643207,1.0541408,1.9546348,1.1589184,0.9140503,0.0,0.46511632,0.018531095,0.0,0.0,0.58488035,0.6520667,0.53486013,0.75523245,0.93334174,0.43711755,0.0,0.0,0.30542785,0.55261433,0.3271567,0.8488149,0.23489517,0.0,0.0,0.0,0.40956998,0.0,1.021389,0.0,1.5383716,0.23139946
1.8161558,0.47343612,0.86105967,0.59141135,0.9810908,0.0,0.0,0.0,0.11308028,0.3708227,0.8549468,0.5606315,0.19714849,1.4186049,0.8040727,0.0,1.7752938,0.57623076,0.0,0.22501284,0.4007893,0.83332276,0.0,0.0,0.065812916,0.25780058,0.3277134,0.30398828,0.11505302,1.3443391,1.4239116,1.3313515,1.6643207,1.0541408,1.9546348,1.1589184,0.9140503,0.0,0.46511632,0.018531095,0.0,0.0,0.58488035,0.6520667,0.53486013,0.75523245,0.93334174,0.43711755,0.0,0.0,0.30542785,0.55261433,0.3271567,0.8488149,0.23489517,0.0,0.0,0.0,0.40956998,0.0,1.021389,0.0,1.5383716,0.23139946
1.815888,0.47839987,0.8698461,0.58747596,0.98427176,0.0,0.0,0.0,0.11547856,0.36630622,0.846148,0.56673235,0.20166509,1.4185381,0.809222,0.0,1.771686,0.5653912,0.0,0.23634547,0.4004576,0.83338726,0.00029399246,0.0,0.07031646,0.24879913,0.32546103,0.30988002,0.12702563,1.3562958,1.4192355,1.3209242,1.659327,1.0695809,1.9429787,1.1617519,0.9156686,0.0,0.45382792,0.012917172,0.0,0.0,0.5839882,0.6440191,0.52389413,0.7613416,0.93912184,0.44152102,0.0,0.0,0.30042848,0.5528816,0.33103016,0.8449569,0.2447519,0.0,0.0,0.0,0.42459208,0.0,1.0265342,0.0,1.5470774,0.23629363
1.8158532,0.47904396,0.8709862,0.5869653,0.98468447,0.0,0.0,0.0,0.11578974,0.36572012,0.8450063,0.567524,0.20225118,1.4185294,0.80989015,0.0,1.7712178,0.56398475,0.0,0.23781598,0.40041456,0.8333957,0.0018697605,0.0,0.07090083,0.24763112,0.32516876,0.3106445,0.12857917,1.3578472,1.4186287,1.319571,1.658679,1.0715845,1.9414663,1.1621195,0.9158786,0.0,0.4523632,0.012188684,0.0,0.0,0.58387244,0.64297485,0.5224712,0.76213425,0.9398718,0.4420924,0.0,0.0,0.29977977,0.5529163,0.33153278,0.84445626,0.24603087,0.0,0.0,0.0,0.42654127,0.0,1.0272018,0.0,1.548207,0.23692869
0.35254106,0.41025013,0.17650881,0.9602816,1.2381213,0.24721502,0.7147542,0.31061596,0.0,0.0,1.7792999,0.69213575,0.2205269,0.868472,0.86893225,0.31785777,1.2725905,0.9930921,0.37382317,0.75730044,0.8053807,0.3510602,1.0033618,0.0,0.4364269,1.8374522,0.672477,0.05266384,0.4885049,0.3160151,0.6236047,0.7167264,0.45645672,1.3716592,0.9829533,0.0,0.28029168,0.0,0.32019138,0.0,0.0,0.0,0.28951398,1.4548883,1.534205,0.48470074,1.0628674,0.27463427,0.29555866,0.43819165,0.47883108,0.53486264,0.2190017,0.8362259,0.16941267,0.36761212,0.0,0.0,0.69025457,0.0,1.4483589,0.0,0.9691826,0.052422658
0.10590252,0.48394698,0.87933326,0.46072114,0.30209965,0.0,0.71185285,0.17274758,0.67824507,0.0,1.1562122,0.62023544,0.68086547,0.7506417,0.25795925,0.7890876,1.0013334,0.34035176,0.32203624,0.39248422,2.119844,0.0,0.47578955,0.0,0.27838168,1.644608,0.2628747,0.0,1.4867959,0.9032287,0.22775324,0.45740834,0.46303773,2.0420403,1.6111177,0.3859032,0.017704286,0.0,0.13962343,0.26603132,0.0,0.0,0.86213374,1.0941231,0.9179203,0.98375905,0.6101344,0.12473749,0.27594286,0.3326932,0.17455673,0.9296811,0.8607989,1.0382088,0.5299767,0.02071964,0.28247777,0.0,1.5954504,0.0,1.370523,0.0,0.15431601,0.46544707
0.10423237,0.5149125,0.9341459,0.43617094,0.32194334,0.0,0.7355359,0.18645748,0.6932062,0.0,1.1013228,0.6582943,0.7090417,0.75022495,0.29008228,0.7843228,0.9788262,0.27273184,0.37120882,0.4631809,2.1177745,0.0,0.5515456,0.0,0.3064761,1.5884542,0.24882361,0.0,1.5614848,0.97781813,0.19858204,0.39235887,0.43188524,2.1383607,1.5384041,0.40357968,0.027799882,0.0,0.06920326,0.23101018,0.0,0.0,0.8565679,1.0439194,0.849511,1.0218695,0.6461923,0.15220769,0.31583092,0.33370703,0.1433692,0.93134856,0.88496274,1.0141411,0.59146595,0.09053448,0.31124172,0.0,1.6891627,0.0,1.4026203,0.0,0.20862532,0.4959783
0.103761256,0.52364784,0.94960856,0.42924535,0.32754123,0.0,0.7422169,0.19032505,0.6974268,0.0,1.0858384,0.6690308,0.71699023,0.7501073,0.29914415,0.78297865,0.972477,0.25365627,0.38508043,0.48312443,2.1171908,0.0,0.5729164,0.0,0.31440154,1.5726132,0.24485984,0.0,1.5825546,0.99885976,0.19035284,0.3740084,0.42309713,2.1655326,1.5178915,0.4085662,0.030647852,0.0,0.04933773,0.22113071,0.0,0.0,0.85499775,1.029757,0.8302127,1.0326204,0.65636426,0.15995702,0.32708338,0.33399305,0.1345712,0.93181896,0.89177924,1.0073516,0.6088121,0.110229254,0.319356,0.0,1.7155988,0.0,1.411675,0.0,0.22394603,0.50459117
0.28793868,1.0142654,0.19662291,0.36066508,1.1419911,0.44462073,1.4112095,0.0,0.0,0.0,1.5677663,0.37546304,1.2522366,0.4352852,1.355108,0.63406646,0.20707768,0.4174155,0.5951652,0.68850714,1.0291893,0.1739059,1.0241315,0.0,0.78863823,1.1373698,0.9709604,0.73826915,0.66107166,0.15030533,0.6003158,1.3914907,0.48103768,1.3815728,0.8290303,0.04129909,0.17418738,0.0,1.2140701,0.19081087,0.0,0.0,0.42957234,0.76040137,2.0833848,1.3493468,0.5755538,0.0,1.1159637,0.0,0.62977064,0.66261804,0.3858094,0.9204718,0.59485036,0.7210145,0.18403408,0.09927203,0.6085358,0.0,1.167957,0.0,0.5439541,0.0
0.28802052,1.0127481,0.19393706,0.36186808,1.1410189,0.4422214,1.410049,0.0,0.0,0.0,1.5704559,0.3735982,1.250856,0.43530566,1.353534,0.63429993,0.20818055,0.42072886,0.59275573,0.68504304,1.0292909,0.1738862,1.0204195,0.0,0.7872616,1.1401213,0.97164893,0.7364682,0.65741193,0.1466505,0.60174525,1.3946781,0.48256415,1.3768532,0.8325932,0.040432915,0.17369269,0.0,1.2175205,0.1925269,0.0,0.0,0.42984506,0.7628613,2.0867367,1.3474792,0.5737869,0.0,1.1140091,0.0,0.6312988,0.6625364,0.3846254,0.9216511,0.5918374,0.71759355,0.18262467,0.09768434,0.60394394,0.0,1.1663842,0.0,0.5412929,0.0
0.28646898,1.0415151,0.24485806,0.33906096,1.1594535,0.48771065,1.4320506,0.0,0.0,0.0,1.5194634,0.40895495,1.2770318,0.43491846,1.3833764,0.62987345,0.18727154,0.35790998,0.63843715,0.75072026,1.0273685,0.17425998,1.090797,0.0,0.81336135,1.0879545,0.9585955,0.7706131,0.72679794,0.21594405,0.5746452,1.3342471,0.45362347,1.4663348,0.7650423,0.056854352,0.18307148,0.0,1.1521002,0.15999223,0.0,0.0,0.42467442,0.71622217,2.0231843,1.3828839,0.6072847,0.0,1.1510652,0.0,0.60232556,0.66408545,0.4070736,0.89929223,0.64896095,0.78245157,0.20934632,0.12778576,0.6910028,0.0,1.1962025,0.0,0.5917463,0.0
0.27553517,0.95514154,0.21055287,0.31525517,1.2641717,0.51460165,1.3303754,0.0,0.0,0.0,1.5258263,0.46882817,1.1774646,0.3465287,1.4849868,0.5653384,0.15275744,0.55031043,0.7025504,0.6721419,0.9575453,0.12657885,0.95458764,0.0,0.8939424,1.227442,1.0508398,0.65830797,0.61203814,0.28640643,0.60107046,1.2486959,0.567832,1.4329067,0.8556038,0.08934586,0.26169008,0.0,1.2666328,0.03411654,0.0,0.0,0.39553672,0.83900577,2.1612096,1.4179744,0.6077514,0.0,1.0943588,0.0,0.55584514,0.7007899,0.34616134,0.87747514,0.5180362,0.7289004,0.0342502,0.06437869,0.6759701,0.0,1.2970133,0.0,0.4594689,0.0
0.27499622,0.96513414,0.22824094,0.3073328,1.2705753,0.5304029,1.338018,0.0,0.0,0.0,1.5081135,0.48110977,1.1865572,0.34639424,1.4953527,0.5638008,0.14549443,0.52848953,0.7184184,0.69495577,0.95687747,0.12670867,0.979034,0.0,0.90300846,1.2093211,1.0463055,0.67016864,0.6361402,0.31047645,0.5916569,1.2277044,0.5577791,1.4639893,0.83213913,0.09505002,0.2649479,0.0,1.2439082,0.022815201,0.0,0.0,0.3937406,0.8228051,2.139134,1.4302725,0.6193873,0.0,1.1072307,0.0,0.54578096,0.70132804,0.35395902,0.86970854,0.53787875,0.7514296,0.043532312,0.07483478,0.70621103,0.0,1.307371,0.0,0.4769945,0.0
1.1332515,0.0436996,0.21647099,0.19326851,0.52006906,0.45877093,0.6892207,0.0,0.0,0.10185724,1.6865572,0.0,1.1473607,0.64570147,1.4216919,0.9431215,0.47044745,1.4340103,0.4631436,0.8711379,0.6064971,0.28141806,0.7222751,0.20568085,0.9365911,0.84850335,0.7112511,0.60417575,0.5507478,0.1634841,0.8196579,1.3000786,0.014769658,0.9918067,0.0,0.63158345,0.117949545,0.0,1.0333223,0.80848646,0.0,0.0,0.584465,1.2218751,1.3491261,0.5066604,0.38480818,0.28385255,0.9442496,0.9233201,0.9860047,1.1897057,0.6752145,1.935207,0.44068077,0.5766118,0.034207582,0.10173778,0.19485554,0.0,1.4831116,0.0,0.6965295,0.0
1.1332515,0.0436996,0.21647099,0.19326851,0.52006906,0.45877093,0.6892207,0.0,0.0,0.10185724,1.6865572,0.0,1.1473607,0.64570147,1.4216919,0.9431215,0.47044745,1.4340103,0.4631436,0.8711379,0.6064971,0.28141806,0.7222751,0.20568085,0.9365911,0.84850335,0.7112511,0.60417575,0.5507478,0.1634841,0.8196579,1.3000786,0.014769658,0.9918067,0.0,0.63158345,0.117949545,0.0,1.0333223,0.80848646,0.0,0.0,0.584465,1.2218751,1.3491261,0.5066604,0.38480818,0.28385255,0.9442496,0.9233201,0.9860047,1.1897057,0.6752145,1.935207,0.44068077,0.5766118,0.034207582,0.10173778,0.19485554,0.0,1.4831116,0.0,0.6965295,0.0
1.1332515,0.0436996,0.21647099,0.19326851,0.52006906,0.45877093,0.6892207,0.0,0.0,0.10185724,1.6865572,0.0,1.1473607,0.64570147,1.4216919,0.9431215,0.47044745,1.4340103,0.4631436,0.8711379,0.6064971,0.28141806,0.7222751,0.20568085,0.9365911,0.84850335,0.7112511,0.60417575,0.5507478,0.1634841,0.8196579,1.3000786,0.014769658,0.9918067,0.0,0.63158345,0.117949545,0.0,1.0333223,0.80848646,0.0,0.0,0.584465,1.2218751,1.3491261,0.5066604,0.38480818,0.28385255,0.9442496,0.9233201,0.9860047,1.1897057,0.6752145,1.935207,0.44068077,0.5766118,0.034207582,0.10173778,0.19485554,0.0,1.4831116,0.0,0.6965295,0.0
1.1330678,0.047105767,0.22250041,0.19056797,0.52225184,0.46415716,0.69182587,0.0,0.0,0.098757945,1.6805195,0.0,1.15046,0.64565563,1.4252254,0.9425973,0.4679717,1.4265721,0.4685526,0.8789146,0.6062694,0.2814623,0.7306083,0.20270163,0.9396815,0.84232646,0.7097055,0.6082187,0.5589636,0.17168897,0.81644905,1.2929232,0.011342902,1.0024018,0.0,0.6335279,0.1190601,0.0,1.0255761,0.8046342,0.0,0.0,0.5838528,1.2163527,1.3416011,0.5108526,0.38877457,0.28687426,0.9486373,0.9234317,0.9825741,1.1898892,0.67787254,1.9325596,0.4474446,0.58429146,0.037371628,0.10530202,0.20516387,0.0,1.4866424,0.0,0.7025035,0.0
1.4363883,0.2671364,0.27854908,0.15801103,0.3292808,0.2798059,0.3353091,0.13325642,0.0,0.0901491,0.98583144,0.77333283,1.3982576,1.1070439,1.0520806,0.96209586,0.37708342,1.1329527,0.08798462,0.6141487,0.9723244,0.0,0.26457503,0.20517766,0.75068086,0.91843253,0.7634033,0.6885847,0.82918215,0.7120551,0.72187316,1.3055549,0.1804956,1.2126029,0.0,0.93801975,0.6472526,0.0,1.1516458,1.1149799,0.012541407,0.0,0.38091636,0.65508765,0.6868133,0.5252181,0.5637566,0.0,1.0879734,0.49704048,1.5987748,0.5294035,1.1240534,2.3070378,0.45848396,0.1541555,0.179806,0.0,0.30818075,0.0,1.255345,0.0,0.33484888,0.0
1.4363799,0.26729122,0.27882314,0.15788828,0.32938004,0.28005072,0.33542752,0.13332497,0.0,0.09000822,0.985557,0.77352315,1.3983985,1.1070418,1.0522412,0.9620721,0.3769709,1.1326146,0.08823049,0.61450213,0.972314,0.0,0.26495382,0.2050423,0.75082135,0.9181518,0.763333,0.68876845,0.82955563,0.71242803,0.7217273,1.3052297,0.18033983,1.2130845,0.0,0.9381081,0.6473031,0.0,1.1512936,1.1148047,0.012405091,0.0,0.38088852,0.6548366,0.6864713,0.5254087,0.5639369,0.0,1.0881728,0.49704558,1.5986189,0.52941185,1.1241742,2.3069174,0.4587914,0.15450457,0.17994982,0.0,0.3086493,0.0,1.2555054,0.0,0.33512044,0.0
1.4362129,0.27038777,0.28430438,0.15543331,0.33136436,0.28494728,0.3377958,0.13469595,0.0,0.08719066,0.9800681,0.777329,1.401216,1.1070002,1.0554537,0.96159554,0.3747202,1.1258527,0.093147725,0.6215718,0.97210705,0.0,0.2725294,0.20233393,0.7536308,0.9125363,0.7619279,0.6924439,0.83702457,0.71988696,0.71881026,1.2987247,0.17722459,1.2227165,0.0,0.93987566,0.6483127,0.0,1.1442516,1.1113026,0.009678819,0.0015136898,0.380332,0.6498162,0.67963034,0.52921975,0.5675426,0.0,1.0921617,0.49714693,1.5954998,0.52957857,1.1265906,2.3045108,0.4649403,0.16148606,0.18282622,0.0,0.31802055,0.0,1.2587152,0.0,0.34055138,0.0
1.4360275,0.27382496,0.29038858,0.15270825,0.333567,0.29038244,0.34042466,0.13621776,0.0,0.0840632,0.97397536,0.7815536,1.4043436,1.106954,1.0590193,0.96106666,0.37222192,1.1183468,0.0986059,0.62941915,0.97187746,0.0,0.28093833,0.19932768,0.75674933,0.9063033,0.7603683,0.69652367,0.845315,0.7281664,0.71557224,1.2915043,0.17376666,1.2334081,0.0,0.9418378,0.64943326,0.0,1.136435,1.1074152,0.006652661,0.0036922395,0.3797142,0.64424366,0.6720369,0.53345,0.57154506,0.0,1.0965892,0.49725947,1.5920379,0.52976364,1.1292728,2.3018394,0.4717656,0.1692355,0.186019,0.0,0.32842258,0.0,1.2622781,0.0,0.34657973,0.0
1.43594,0.27544752,0.29326075,0.15142177,0.33460686,0.2929483,0.34166563,0.13693616,0.0,0.08258685,0.9710991,0.7835478,1.4058201,1.106932,1.0607024,0.96081704,0.37104255,1.1148036,0.10118258,0.63312364,0.971769,0.0,0.28490797,0.19790846,0.75822145,0.9033609,0.759632,0.69844955,0.84922874,0.73207486,0.7140436,1.2880956,0.17213428,1.2384553,0.0,0.94276416,0.64996225,0.0,1.132745,1.1055802,0.0052241017,0.0047206655,0.3794225,0.64161295,0.6684522,0.535447,0.57343453,0.0,1.0986793,0.4973126,1.5904039,0.5298511,1.130539,2.300578,0.47498766,0.17289382,0.18752623,0.0,0.33333316,0.0,1.2639599,0.0,0.3494255,0.0
1.430507,0.37618148,0.47157177,0.07155759,0.3991602,0.45223877,0.41870904,0.18153585,0.0,0.0,0.79253775,0.90735734,1.4974803,1.1055762,1.1652019,0.9453168,0.29782492,0.8948293,0.26114604,0.863107,0.96503747,0.0,0.53135,0.10980304,0.84961534,0.720687,0.71392256,0.81801546,1.0921991,0.9747216,0.6191468,1.0764831,0.07079214,1.551795,0.0,1.0002674,0.6828042,0.0,0.9036611,0.9916527,0.0,0.06856798,0.36131626,0.4782954,0.44590974,0.65942407,0.69073445,0.0,1.2284391,0.50061077,1.4889477,0.53527546,1.2091464,2.2222834,0.6750183,0.4000085,0.2810982,0.0,0.63818896,0.0,1.3683755,0.0,0.52609926,0.0
0.3444603,3.493252,0.0,0.6999457,0.0,0.0,3.8075147,2.606784,0.9371782,0.0,2.7259128,0.0,3.900213,4.1272383,0.0,4.196539,0.0,0.0,0.0,3.2346406,4.3973374,0.23125702,3.999415,0.0,0.0,0.0,0.0,2.9221609,3.3846269,0.0,0.0,5.0982594,0.0,0.0,0.0,0.0,0.0,1.7561297,0.0,5.280326,1.3906926,2.0441499,0.037800573,0.0,0.0,0.0,0.0,0.0,3.525804,0.7600599,4.235313,0.0,2.527846,4.501865,3.108566,0.24946871,6.809652,2.0031667,0.0,2.5674129,0.0,0.3097002,3.4197989,0.0
0.24465755,1.125357,0.7003647,0.5209306,1.0506954,0.240016,0.8536192,0.47935483,0.10981378,0.0,0.74009204,0.9206621,1.2476792,0.70750916,0.93360764,0.056983538,0.69564396,0.3991142,0.145814,0.8414385,1.4117105,0.15459503,1.0610518,0.0,0.38825518,1.1677208,0.35134456,0.8999921,0.95976985,0.49925563,0.18733025,1.3198643,0.3511744,1.1240765,1.2629927,0.48823524,0.830544,0.0,1.0514098,0.29201752,0.11576037,0.0,0.06287622,0.5986243,1.2641902,1.2087144,0.24570689,0.15053894,0.24960321,0.1796203,0.5085407,0.47605848,0.740979,1.0255046,0.22810915,0.38748872,0.47371337,0.0,0.46697912,0.0,0.6740939,0.0,0.7461787,0.4758882
0.24276295,1.1604843,0.7625442,0.4930809,1.0732061,0.29556274,0.8804853,0.49490735,0.12678577,0.0,0.6778253,0.96383625,1.2796423,0.7070364,0.97004795,0.05157841,0.670112,0.32240617,0.20159543,0.92163676,1.4093633,0.15505145,1.1469895,0.0,0.42012545,1.10402,0.33540508,0.9416863,1.0444969,0.5838698,0.15423846,1.246072,0.31583506,1.2333424,1.1805063,0.50828743,0.84199643,0.0,0.9715252,0.25228953,0.08483358,0.0,0.056562327,0.5416733,1.1865866,1.2519468,0.286611,0.18170115,0.2948523,0.18077037,0.47316155,0.47795004,0.76839054,0.9982022,0.29786256,0.46668667,0.5063432,0.0,0.57328653,0.0,0.71050507,0.0,0.80778724,0.51052284
0.46371505,0.7787614,0.8768113,1.0322605,0.9198905,0.503838,0.0,0.7205489,0.0,0.0,1.0257422,1.6990334,1.6666521,1.0644288,1.0100925,0.7910931,0.0102439225,0.961636,0.019993365,0.30653715,0.19675958,0.097695604,0.95622784,0.6406622,0.26158485,1.6624403,0.6022643,0.35463172,1.1205462,0.99948746,0.33176887,0.55627406,0.0,1.6376427,0.15404429,0.53341275,0.5632602,0.0,1.0252663,0.663996,0.0,0.0,0.48448527,0.58140475,0.5765692,1.4334503,0.20804015,0.0,1.3478516,0.4840833,0.8240789,0.3731466,0.59313273,1.7957112,0.8702897,0.4264923,0.22408292,0.0,0.46036312,0.0,1.4515914,0.0,0.501097,0.0
0.4515243,1.0047879,1.2769055,0.85306156,1.0647352,0.86125374,0.15716867,0.8206218,0.05077871,0.0,0.62508655,1.9768367,1.872319,1.0613867,1.2445681,0.7563137,0.0,0.46805805,0.37891912,0.82257324,0.18165529,0.10063256,1.509194,0.44297135,0.46665436,1.252557,0.4997016,0.6229134,1.6657226,1.543938,0.11883958,0.08145813,0.0,2.3407137,0.0,0.66243863,0.63695085,0.0,0.5112482,0.40836605,0.0,0.0,0.4438585,0.21495332,0.07722875,1.7116297,0.47123757,0.0,1.6390067,0.49148375,0.5964318,0.3853178,0.769512,1.6200341,1.3191183,0.93609184,0.43403947,0.0,1.144398,0.0,1.6858788,0.0,0.8975173,0.15447493
1.1612114,0.63165754,0.31030673,0.0,0.09795675,0.49307376,1.0829151,0.0,0.0,0.5061892,0.08732321,0.34065428,1.1535754,0.7637004,1.1944817,0.7263667,0.20355377,0.06833921,0.454249,1.3768346,1.2166171,0.7133229,0.48719,0.0,1.3163054,0.004501134,0.1424514,1.2081008,1.0452008,0.8115539,0.808795,1.8847203,0.18700385,0.75231445,0.49771345,1.384835,0.40600258,0.0,0.97480583,0.4357709,0.32164013,0.0,0.053249814,0.42347717,0.50727856,0.5139858,0.6610689,0.011801817,0.08457078,0.3073818,0.82803434,0.972724,0.72222596,1.1553432,0.12342212,0.4813485,0.031933717,0.3746267,0.81357616,0.0,0.0,0.0,1.2916114,0.0
1.1612114,0.63165754,0.31030673,0.0,0.09795675,0.49307376,1.0829151,0.0,0.0,0.5061892,0.08732321,0.34065428,1.1535754,0.7637004,1.1944817,0.7263667,0.20355377,0.06833921,0.454249,1.3768346,1.2166171,0.7133229,0.48719,0.0,1.3163054,0.004501134,0.1424514,1.2081008,1.0452008,0.8115539,0.808795,1.8847203,0.18700385,0.75231445,0.49771345,1.384835,0.40600258,0.0,0.97480583,0.4357709,0.32164013,0.0,0.053249814,0.42347717,0.50727856,0.5139858,0.6610689,0.011801817,0.08457078,0.3073818,0.82803434,0.972724,0.72222596,1.1553432,0.12342212,0.4813485,0.031933717,0.3746267,0.81357616,0.0,0.0,0.0,1.2916114,0.0
1.1612114,0.63165754,0.31030673,0.0,0.09795675,0.49307376,1.0829151,0.0,0.0,0.5061892,0.08732321,0.34065428,1.1535754,0.7637004,1.1944817,0.7263667,0.20355377,0.06833921,0.454249,1.3768346,1.2166171,0.7133229,0.48719,0.0,1.3163054,0.004501134,0.1424514,1.2081008,1.0452008,0.8115539,0.808795,1.8847203,0.18700385,0.75231445,0.49771345,1.384835,0.40600258,0.0,0.97480583,0.4357709,0.32164013,0.0,0.053249814,0.42347717,0.50727856,0.5139858,0.6610689,0.011801817,0.08457078,0.3073818,0.82803434,0.972724,0.72222596,1.1553432,0.12342212,0.4813485,0.031933717,0.3746267,0.81357616,0.0,0.0,0.0,1.2916114,0.0
1.1612114,0.63165754,0.31030673,0.0,0.09795675,0.49307376,1.0829151,0.0,0.0,0.5061892,0.08732321,0.34065428,1.1535754,0.7637004,1.1944817,0.7263667,0.20355377,0.06833921,0.454249,1.3768346,1.2166171,0.7133229,0.48719,0.0,1.3163054,0.004501134,0.1424514,1.2081008,1.0452008,0.8115539,0.808795,1.8847203,0.18700385,0.75231445,0.49771345,1.384835,0.40600258,0.0,0.97480583,0.4357709,0.32164013,0.0,0.053249814,0.42347717,0.50727856,0.5139858,0.6610689,0.011801817,0.08457078,0.3073818,0.82803434,0.972724,0.72222596,1.1553432,0.12342212,0.4813485,0.031933717,0.3746267,0.81357616,0.0,0.0,0.0,1.2916114,0.0
1.1601529,0.6512835,0.345047,0.0,0.110533625,0.52410823,1.0979253,0.0,0.009314774,0.48833168,0.052534126,0.364776,1.1714336,0.76343626,1.2148412,0.72334677,0.18928888,0.025481693,0.48541465,1.4216423,1.2153056,0.7135779,0.53520423,0.0,1.3341117,0.0,0.13354585,1.2313957,1.0925386,0.8588286,0.79030627,1.843492,0.1672594,0.81336236,0.45162755,1.3960384,0.41240114,0.0,0.9301735,0.41357452,0.304361,0.0,0.049722187,0.39165807,0.46392068,0.53814024,0.6839224,0.029212447,0.10985185,0.3080244,0.80826765,0.9737808,0.737541,1.1400892,0.16239402,0.5255971,0.050164312,0.395163,0.87297106,0.0,0.0,0.0,1.3260328,0.0
0.5957698,1.0108039,0.14948784,0.6883956,0.84027433,0.42256933,0.28366408,0.7874741,0.0,0.18309186,0.5120035,1.7618492,0.42821848,1.4728295,0.5040551,0.88949233,0.0,0.84680116,0.0,0.5215172,0.8889772,0.0,0.20339,0.50960535,0.0,1.4505616,1.2442318,0.41168964,1.1543576,1.2331175,0.37530136,0.60132176,0.2952329,1.993972,0.5216539,0.47777468,0.4542179,0.01364351,0.5265315,0.44051293,0.033425793,0.004423432,0.54544204,0.0,0.0,0.54397315,1.1075146,0.0,1.4452358,0.0,1.2767757,0.0,0.3170505,1.3453705,1.1747423,0.33165583,1.0984292,0.0,0.4637917,0.0,0.9730199,0.0,0.41385156,0.0
0.59030133,1.1121944,0.32896093,0.6080109,0.9052484,0.58289796,0.36120963,0.8323644,0.0,0.090837516,0.3322784,1.8864655,0.520476,1.471465,0.60923547,0.87389106,0.0,0.6253933,0.0,0.7529992,0.8822018,0.0,0.4514382,0.42092574,0.082017064,1.2666972,1.1982245,0.5320347,1.3989111,1.4773456,0.27978608,0.38833025,0.19323032,2.3093536,0.28356755,0.53565276,0.48727393,0.0,0.29595464,0.32584313,0.0,0.06868681,0.5272178,0.0,0.0,0.66875815,1.2255789,0.0,1.5758414,0.0,1.1746585,0.0,0.39617017,1.2665658,1.3760768,0.5602506,1.192611,0.0,0.7706341,0.0,1.0781159,0.0,0.59167665,0.0
0.3440797,0.5997085,1.6981804,0.1635635,0.89750254,1.0392989,1.4481138,0.39855382,0.6205732,0.0,0.6551003,1.0508927,1.7311352,0.7140678,1.5836644,1.1719742,0.0,0.7262946,0.29464078,1.6284628,0.60775465,0.7190401,1.6159394,0.0,0.753913,0.60406184,0.22055984,0.6101095,2.1516201,2.0772078,0.22876479,0.18031862,0.2215526,2.6801467,0.7763928,0.19954412,0.43670207,0.0,0.37134874,0.0,0.0,0.0,0.70066303,0.46321225,0.5692092,0.8867318,0.47929502,0.7208266,1.066266,0.8666536,1.0241677,0.5121018,0.32424644,0.07455407,1.3865097,1.0566955,0.2093926,0.0,1.6690252,0.0,1.0207168,0.0,1.1141948,0.0
