latent_gpu_df_0,latent_gpu_df_1,latent_gpu_df_2,latent_gpu_df_3,latent_gpu_df_4,latent_gpu_df_5,latent_gpu_df_6,latent_gpu_df_7,latent_gpu_df_8,latent_gpu_df_9,latent_gpu_df_10,latent_gpu_df_11,latent_gpu_df_12,latent_gpu_df_13,latent_gpu_df_14,latent_gpu_df_15,latent_gpu_df_16,latent_gpu_df_17,latent_gpu_df_18,latent_gpu_df_19,latent_gpu_df_20,latent_gpu_df_21,latent_gpu_df_22,latent_gpu_df_23,latent_gpu_df_24,latent_gpu_df_25,latent_gpu_df_26,latent_gpu_df_27,latent_gpu_df_28,latent_gpu_df_29,latent_gpu_df_30,latent_gpu_df_31,latent_gpu_df_32,latent_gpu_df_33,latent_gpu_df_34,latent_gpu_df_35,latent_gpu_df_36,latent_gpu_df_37,latent_gpu_df_38,latent_gpu_df_39,latent_gpu_df_40,latent_gpu_df_41,latent_gpu_df_42,latent_gpu_df_43,latent_gpu_df_44,latent_gpu_df_45,latent_gpu_df_46,latent_gpu_df_47,latent_gpu_df_48,latent_gpu_df_49,latent_gpu_df_50,latent_gpu_df_51,latent_gpu_df_52,latent_gpu_df_53,latent_gpu_df_54,latent_gpu_df_55,latent_gpu_df_56,latent_gpu_df_57,latent_gpu_df_58,latent_gpu_df_59,latent_gpu_df_60,latent_gpu_df_61,latent_gpu_df_62,latent_gpu_df_63
0.65452254,0.39524624,0.67886543,0.4078419,0.3751684,0.18432876,0.6504742,0.84935564,0.3222059,1.0121596,0.12898305,0.7298959,0.24919584,0.81881106,0.0,0.38106915,0.22104286,0.41241917,0.2265012,0.6346667,0.38909152,0.6072061,0.40318593,0.46476144,0.0,0.48577413,0.6814425,0.38378114,0.10429698,1.0487546,0.7332371,0.7328708,0.53326905,1.4270622,0.0,0.8424982,1.0576493,1.5304333,0.0,0.0,0.157932,0.88467425,0.5324018,0.28293967,0.5001195,0.16804282,0.20610452,0.0,0.7633183,0.34242094,0.6281498,0.5857331,0.0,0.68341845,0.5522205,0.46736816,0.11196793,0.42659372,0.425695,0.8711625,0.19700699,0.0,0.52782595,0.12337239
0.6568621,0.39511767,0.67698336,0.40862754,0.3736169,0.18239829,0.6515741,0.84929836,0.32271713,1.0145428,0.1264477,0.72958773,0.25015795,0.82008946,0.0,0.3797184,0.22237866,0.41303068,0.2249735,0.6350616,0.388487,0.60813737,0.40406227,0.46443778,0.0,0.48425496,0.6828876,0.3830377,0.105044544,1.0494951,0.7319195,0.7323621,0.5334259,1.4240375,0.0,0.8433783,1.0562216,1.5303613,0.0,0.0,0.15670927,0.884713,0.53551173,0.2852146,0.5016582,0.16676475,0.20914048,0.0,0.7627178,0.34380722,0.6298114,0.5858996,0.0,0.6843479,0.55187404,0.46855605,0.1115066,0.42641926,0.4265709,0.8723381,0.19755317,0.0,0.5278082,0.123113185
0.6662201,0.39460328,0.6694548,0.41177016,0.3674108,0.17467636,0.65597373,0.8490692,0.32476214,1.0240756,0.11630636,0.7283551,0.25400648,0.82520294,0.0,0.3743153,0.22772181,0.41547674,0.21886271,0.63664144,0.38606897,0.6118623,0.40756765,0.46314323,0.0,0.47817814,0.688668,0.38006398,0.10803485,1.0524569,0.7266494,0.7303271,0.53405344,1.411939,0.0,0.8468988,1.050511,1.5300734,0.0,0.0,0.15181832,0.88486785,0.54795146,0.29431444,0.5078129,0.16165237,0.22128436,0.0,0.76031554,0.34935245,0.6364579,0.58656555,0.0,0.68806577,0.55048835,0.47330764,0.10966129,0.42572135,0.43007436,0.8770409,0.19973789,0.0,0.52773726,0.12207636
0.5571286,0.29435933,0.98062134,0.5079439,0.30201605,0.6067632,0.31852567,1.0508217,0.2970558,1.2415657,0.5792868,0.6030391,0.36595562,0.8763853,0.0,0.46455106,0.71274585,0.63213,0.092965625,0.56785864,0.48833486,0.3423279,0.13650978,0.4085579,0.0,0.6319206,0.38566327,0.21954209,0.29907912,0.77458996,0.49033517,0.82621723,0.18970662,1.4867096,0.0,0.27849048,0.41856053,1.3159183,0.0,0.0,0.11400677,0.9677729,0.38445148,0.3754901,0.80378425,0.31932822,0.40617475,0.0,0.3512446,0.15014955,0.609873,0.42025656,0.011563735,0.6480608,0.58670187,0.72436583,0.09118173,0.39500532,0.5286625,0.2440682,0.0,0.17494297,0.7971622,0.0
0.5594728,0.2942305,0.97873545,0.5087312,0.30046144,0.6048289,0.3196278,1.0507642,0.29756808,1.2439537,0.5767464,0.60273033,0.3669197,0.87766623,0.0,0.46319762,0.7140843,0.63274276,0.09143489,0.5682544,0.48772913,0.343261,0.13738787,0.4082336,0.0,0.63039833,0.38711125,0.21879718,0.29982817,0.77533185,0.48901498,0.8257075,0.18986383,1.483679,0.0,0.27937233,0.41713002,1.3158461,0.0,0.0,0.1127816,0.9678117,0.38756764,0.37776962,0.805326,0.31804755,0.4092168,0.0,0.35064283,0.15153864,0.61153793,0.42042336,0.014323512,0.6489922,0.58635473,0.72555614,0.090719484,0.3948305,0.5295401,0.24524623,0.0,0.17706256,0.7971444,0.0
0.58473957,0.2928417,0.9584085,0.5172162,0.28370506,0.58397967,0.3315069,1.0501454,0.30308956,1.2696922,0.5493648,0.5994023,0.37731063,0.89147264,0.0,0.44860926,0.7285109,0.6393471,0.07493579,0.5725199,0.4812005,0.35331845,0.14685234,0.40473828,0.0,0.613991,0.40271837,0.21076816,0.30790198,0.7833288,0.47478557,0.82021326,0.19155812,1.4510131,0.0,0.28887764,0.40171137,1.3150686,0.0,0.0,0.09957604,0.9682299,0.42115483,0.40233916,0.8219437,0.3042442,0.44200528,0.0,0.34415674,0.16651067,0.6294834,0.42222142,0.04406958,0.6590303,0.5826131,0.73838544,0.08573712,0.3929462,0.5389995,0.25794357,0.0,0.19990844,0.79695284,0.0
0.57455385,0.32258752,0.8035103,0.43154955,0.22890997,0.73791486,0.3930185,1.0707302,0.33643445,1.1355443,0.50534767,0.4878789,0.22125332,0.6964946,0.0,0.65795606,0.69779044,0.4381938,0.0,0.594152,0.296267,0.37372583,0.2702966,0.43818343,0.0,0.54912037,0.23275128,0.44288895,0.08959922,0.73598063,0.46128774,0.77384526,0.23129882,1.2355765,0.0,0.19816624,0.41141146,0.6080427,0.0,0.0,0.0,1.2412452,0.38033652,0.27304468,0.6097138,0.20054309,0.6455385,0.0,0.1734584,0.00051526725,0.68806726,0.4122595,0.0,0.90970755,0.5247381,0.7004196,0.32207626,0.2169909,0.41600326,0.2138314,0.0,0.12935817,0.97133696,0.2923303
0.57455385,0.32258752,0.8035103,0.43154955,0.22890997,0.73791486,0.3930185,1.0707302,0.33643445,1.1355443,0.50534767,0.4878789,0.22125332,0.6964946,0.0,0.65795606,0.69779044,0.4381938,0.0,0.594152,0.296267,0.37372583,0.2702966,0.43818343,0.0,0.54912037,0.23275128,0.44288895,0.08959922,0.73598063,0.46128774,0.77384526,0.23129882,1.2355765,0.0,0.19816624,0.41141146,0.6080427,0.0,0.0,0.0,1.2412452,0.38033652,0.27304468,0.6097138,0.20054309,0.6455385,0.0,0.1734584,0.00051526725,0.68806726,0.4122595,0.0,0.90970755,0.5247381,0.7004196,0.32207626,0.2169909,0.41600326,0.2138314,0.0,0.12935817,0.97133696,0.2923303
0.5389089,0.23874566,0.9100944,0.6112849,0.33320996,0.7888966,0.44931445,1.0000492,0.40285757,1.1075739,0.43978795,0.5573351,0.46182406,0.70815796,0.0,0.6868098,0.60340166,0.5178323,0.03283366,0.7196424,0.51167077,0.14373752,0.1866999,0.35456467,0.0,0.5135647,0.38111535,0.3917064,0.23873511,0.79875606,0.5613418,0.9249901,0.25024766,1.4379921,0.0,0.3811791,0.37850645,0.9955552,0.0,0.0,0.0,1.2314502,0.37758353,0.34401923,0.61099046,0.3904803,0.51242924,0.0,0.38631108,0.07205579,0.6085866,0.46004233,0.0,0.87425387,0.6144918,0.6844302,0.17690353,0.32853848,0.49818113,0.14723781,0.0,0.078404166,0.9535301,0.07958494
0.5389089,0.23874566,0.9100944,0.6112849,0.33320996,0.7888966,0.44931445,1.0000492,0.40285757,1.1075739,0.43978795,0.5573351,0.46182406,0.70815796,0.0,0.6868098,0.60340166,0.5178323,0.03283366,0.7196424,0.51167077,0.14373752,0.1866999,0.35456467,0.0,0.5135647,0.38111535,0.3917064,0.23873511,0.79875606,0.5613418,0.9249901,0.25024766,1.4379921,0.0,0.3811791,0.37850645,0.9955552,0.0,0.0,0.0,1.2314502,0.37758353,0.34401923,0.61099046,0.3904803,0.51242924,0.0,0.38631108,0.07205579,0.6085866,0.46004233,0.0,0.87425387,0.6144918,0.6844302,0.17690353,0.32853848,0.49818113,0.14723781,0.0,0.078404166,0.9535301,0.07958494
0.53644884,0.25323182,0.87780774,0.633944,0.3230039,0.7656768,0.40941733,0.98348725,0.49626398,1.1004014,0.44106522,0.56483704,0.41993576,0.662822,0.0,0.6225953,0.54868203,0.51755935,0.10213899,0.7645178,0.54494905,0.13046859,0.17522356,0.3875223,0.014699377,0.53726876,0.41233796,0.39291424,0.2645283,0.86625195,0.55839646,0.8287887,0.25507998,1.4117765,0.0,0.39641964,0.4313512,1.0350558,0.0,0.0,0.0,1.1807669,0.3549165,0.37951836,0.6746719,0.34316894,0.5541762,0.0,0.41589907,0.123646975,0.6333138,0.46662238,0.0,0.89670783,0.7192911,0.7280702,0.25897568,0.27162886,0.40445998,0.2725197,0.0,0.20461866,1.0103308,0.11812714
0.6938441,0.31114656,0.8728725,0.5710727,0.26886752,0.49717283,0.37234214,0.98459536,0.40940428,1.3853885,0.28099802,0.5909625,0.37213817,0.9103676,0.0,0.43964884,0.75281316,0.54453504,0.025172614,0.6751888,0.53461933,0.3838073,0.2697982,0.40062416,0.0,0.4744902,0.38450843,0.114250906,0.31150234,0.7605462,0.40295225,0.8959699,0.14235923,1.2793305,0.0,0.37033862,0.25798872,1.306594,0.0,0.0,0.13553946,0.9761248,0.733392,0.51370883,0.8579063,0.2548688,0.7024583,0.0,0.21864766,0.23215005,0.7356358,0.35830745,0.18925036,0.76575506,0.54681265,0.7232868,0.11797897,0.34482855,0.5494599,0.4017909,0.00046228338,0.272356,0.769127,0.10350144
0.5221318,0.40540478,1.0611706,0.38167933,0.2681766,0.5240134,0.30073297,1.0005274,0.32802612,1.2847538,0.52486885,0.725237,0.39016348,0.85678035,0.0,0.44130066,0.6506133,0.51956606,0.29951072,0.48834726,0.65434194,0.49366266,0.109720774,0.44654799,0.0,0.7102701,0.47115302,0.1858634,0.28793266,0.69757855,0.46127498,0.9076423,0.096811235,1.5555911,0.0,0.28671813,0.41001725,1.6110154,0.0,0.0,0.31389803,0.8011939,0.5343044,0.4586147,0.8978554,0.26881447,0.3702965,0.0,0.35121414,0.16731736,0.60477644,0.31231865,0.031209176,0.48223218,0.50419796,0.67611843,0.0,0.49767536,0.5461164,0.30078605,0.03992265,0.08276575,0.6685914,0.0
0.5000909,0.20288241,0.9285654,0.5755534,0.29995665,0.847223,0.42195767,0.9612851,0.46762028,1.2000235,0.46817797,0.5061171,0.42702955,0.74235415,0.0,0.7002649,0.64522934,0.48733672,0.004232727,0.7616289,0.43436727,0.10694127,0.16943096,0.37302956,0.0,0.4573426,0.31205186,0.3762362,0.26676455,0.8948249,0.5007712,0.8391418,0.23947226,1.4521065,0.0,0.39697915,0.41658884,0.99921674,0.0,0.0,0.0,1.1725892,0.39002872,0.35454315,0.69330496,0.40319246,0.56396633,0.0,0.39497542,0.098905325,0.57726735,0.39870352,0.0,0.9196551,0.72016025,0.69165003,0.20441228,0.3673529,0.49403316,0.26259166,0.0,0.10268113,1.0258479,0.09234707
0.5047699,0.20262524,0.9248011,0.5771248,0.2968536,0.84336203,0.42415753,0.96117055,0.46864277,1.2047899,0.4631073,0.5055008,0.42895383,0.7449109,0.0,0.6975633,0.6479009,0.48855975,0.0011773333,0.76241887,0.43315828,0.108803734,0.17118365,0.37238228,0.0,0.4543042,0.31494206,0.3747493,0.2682597,0.89630586,0.4981361,0.83812433,0.23978601,1.4460573,0.0,0.3987394,0.41373354,0.99907273,0.0,0.0,0.0,1.1726667,0.39624858,0.35909307,0.69638234,0.40063626,0.57003826,0.0,0.3937743,0.101677954,0.5805906,0.3990365,0.0,0.92151403,0.7194673,0.6940258,0.20348962,0.36700395,0.49578488,0.264943,0.0,0.10691185,1.0258125,0.09182866
0.518807,0.20185369,0.9135083,0.58183867,0.28754452,0.8317792,0.43075705,0.9608268,0.47171026,1.219089,0.4478953,0.50365186,0.43472654,0.7525811,0.0,0.68945867,0.6559157,0.49222887,0.0,0.76478857,0.42953125,0.11439119,0.17644168,0.37044042,0.0,0.44518903,0.3236127,0.3702888,0.27274516,0.9007486,0.49023092,0.835072,0.24072729,1.4279095,0.0,0.40402013,0.4051676,0.99864084,0.0,0.0,0.0,1.172899,0.4149081,0.3727428,0.7056144,0.39296776,0.5882541,0.0,0.3901709,0.10999578,0.5905603,0.4000354,0.0,0.92709076,0.71738875,0.7011532,0.20072164,0.3659571,0.50104004,0.27199706,0.0,0.119604014,1.025706,0.09027341
0.4566385,0.91465473,0.87879294,0.24348238,0.3793399,1.0890315,0.9681119,0.028644137,0.0027503856,0.73591477,0.0,0.042647697,0.026912883,0.020418443,0.0,1.2417934,0.0,0.18967696,0.404717,1.0897796,0.08047428,0.11101337,0.5064999,0.0,0.35745367,0.29991007,0.0,0.6569825,0.079582915,0.7895183,0.8983038,0.31893364,0.5547993,0.37689573,0.0,0.2562094,0.189477,0.70883054,0.0,0.0,0.0,1.4448909,0.561123,0.45679414,0.14848632,0.12248652,1.26349,0.0,1.0224074,0.03598082,0.22739294,0.9314295,0.0,0.5423962,0.14983852,0.20916101,0.020418836,0.0360914,0.24119699,0.05157622,0.0,0.0,1.3438064,0.64762723
0.4566385,0.91465473,0.87879294,0.24348238,0.3793399,1.0890315,0.9681119,0.028644137,0.0027503856,0.73591477,0.0,0.042647697,0.026912883,0.020418443,0.0,1.2417934,0.0,0.18967696,0.404717,1.0897796,0.08047428,0.11101337,0.5064999,0.0,0.35745367,0.29991007,0.0,0.6569825,0.079582915,0.7895183,0.8983038,0.31893364,0.5547993,0.37689573,0.0,0.2562094,0.189477,0.70883054,0.0,0.0,0.0,1.4448909,0.561123,0.45679414,0.14848632,0.12248652,1.26349,0.0,1.0224074,0.03598082,0.22739294,0.9314295,0.0,0.5423962,0.14983852,0.20916101,0.020418836,0.0360914,0.24119699,0.05157622,0.0,0.0,1.3438064,0.64762723
0.08706859,1.0824172,0.4941165,0.43223324,0.33135515,0.34560552,0.6380187,0.4937191,0.48260745,0.9130844,0.35745308,0.5106484,0.14480655,0.32479954,0.0,1.3023243,0.027904231,0.46525285,0.487479,0.66854787,0.4804401,0.005603537,0.5874996,0.3958039,0.50008565,0.58457714,0.5347574,0.10816344,0.33211592,0.54648143,1.0068512,0.19836089,0.6101321,0.4443324,0.0,0.40418857,0.5895566,1.2515162,0.0,0.0,0.4062689,0.70392346,0.41013435,0.7997762,0.5150191,0.5825455,1.193737,0.0,0.46257174,0.77115285,0.091987796,0.9978471,0.0,0.32932997,0.39566863,0.22788462,0.11698246,0.09260915,0.10953729,0.3960306,0.0,0.0,1.615899,0.07666114
0.35120317,0.5149166,0.83149564,0.4593449,0.36457577,0.5050795,0.47976542,0.9267751,0.24457508,1.2384038,0.024660192,1.1156805,0.0,0.63394463,0.0,0.18762714,0.45816386,0.33921432,0.56122017,0.27032998,0.7173816,0.5029894,0.3332549,0.7184318,0.0,0.98396677,0.6684799,0.107925124,0.42293012,0.46982586,0.52064437,0.729847,0.19985166,1.2109083,0.0,0.54319054,0.6130874,1.5434445,0.0,0.0,0.2989993,0.51463234,0.7945156,0.653051,0.8774265,0.2898403,0.409466,0.0,0.21108067,0.5000148,0.7162178,0.3301025,0.0,0.73080415,0.358563,0.45586562,0.0,0.8485578,0.5902311,0.7488106,0.10169404,0.3526651,0.59076345,0.0
0.37108907,0.5138236,0.8154976,0.4660229,0.3513879,0.4886704,0.48911473,0.9262881,0.2489207,1.2586609,0.003109835,1.1130612,0.0,0.64481086,0.0,0.17614555,0.46951807,0.3444122,0.54823476,0.2736871,0.7122433,0.51090497,0.34070382,0.7156808,0.0,0.9710536,0.68076336,0.10160599,0.4292845,0.4761197,0.5094453,0.7255228,0.20118514,1.185199,0.0,0.5506716,0.6009524,1.5428325,0.0,0.0,0.288606,0.5149614,0.82095003,0.67238814,0.8905053,0.27897653,0.43527174,0.0,0.20597589,0.51179826,0.7303416,0.33151764,0.0,0.73870456,0.3556183,0.46596274,0.0,0.84707475,0.597676,0.75880384,0.1063366,0.37064567,0.59061265,0.0
0.38512614,0.51305205,0.8042048,0.47073683,0.34207878,0.47708753,0.49571425,0.9259443,0.2519882,1.2729601,0.0,1.1112123,0.0,0.6524811,0.0,0.16804093,0.4775328,0.3480813,0.53906864,0.2760568,0.70861626,0.5164924,0.34596184,0.713739,0.0,0.96193844,0.68943393,0.09714543,0.43376997,0.48056245,0.50154006,0.7224704,0.20212638,1.1670513,0.0,0.55595225,0.5923864,1.5424007,0.0,0.0,0.2812696,0.51519376,0.8396096,0.6860379,0.89973736,0.271308,0.45348758,0.0,0.20237249,0.5201161,0.7403113,0.33251655,0.0,0.7442813,0.35353968,0.47309014,0.0,0.846028,0.6029312,0.7658579,0.10961371,0.38333783,0.59050626,0.0
0.48015168,0.4240039,0.9018113,0.4804938,0.34960186,0.46035507,0.4898923,0.87472457,0.20649688,1.2190101,0.03231653,1.0492709,0.0,0.626471,0.0,0.20071122,0.46169525,0.4430758,0.5530861,0.30118915,0.719831,0.5616112,0.31638947,0.7436659,0.0,0.9654221,0.72787756,0.09625732,0.45761916,0.4957496,0.5057518,0.7874833,0.2962702,1.1602362,0.0,0.49717146,0.62403834,1.5962976,0.0,0.0,0.30125558,0.52240765,0.7509668,0.7111488,0.9117204,0.33395454,0.40551615,0.0,0.19180104,0.5113944,0.679786,0.25916356,0.0,0.7194233,0.42728928,0.48684022,0.0,0.75046515,0.58151484,0.68437076,0.073524795,0.45896837,0.630412,0.0
0.48717022,0.42361814,0.89616495,0.48285076,0.3449473,0.45456365,0.49319208,0.87455267,0.20803063,1.2261597,0.024710558,1.0483464,0.0,0.6303061,0.0,0.19665894,0.46570262,0.44491035,0.54850304,0.302374,0.71801746,0.5644049,0.31901848,0.7426949,0.0,0.9608645,0.73221284,0.094027035,0.45986187,0.49797094,0.50179917,0.78595716,0.29674083,1.1511624,0.0,0.49981183,0.6197554,1.5960816,0.0,0.0,0.2975874,0.5225238,0.7602966,0.7179737,0.9163364,0.33012027,0.41462407,0.0,0.18999934,0.51555324,0.6847709,0.25966302,0.0,0.72221166,0.42624998,0.49040392,0.0,0.7499417,0.58414245,0.68789774,0.07516336,0.46531445,0.6303588,0.0
0.4941888,0.42323238,0.89051855,0.4852077,0.34029275,0.4487722,0.49649185,0.8743808,0.20956437,1.2333093,0.017104529,1.0474219,0.0,0.6341412,0.0,0.1926066,0.46971,0.4467449,0.5439199,0.30355886,0.7162039,0.56719863,0.32164752,0.74172395,0.0,0.95630693,0.7365481,0.09179675,0.4621046,0.50019234,0.49784654,0.7844309,0.29721147,1.1420885,0.0,0.50245214,0.61547244,1.5958656,0.0,0.0,0.29391915,0.52264,0.7696264,0.72479856,0.92095244,0.326286,0.42373198,0.0,0.18819764,0.5197122,0.68975574,0.26016247,0.0,0.725,0.42521068,0.49396762,0.0,0.7494183,0.58677,0.6914248,0.0768019,0.4716605,0.6303055,0.0
0.5153913,0.45468318,0.7749975,0.5287455,0.28832948,0.40588284,0.6316357,0.89815474,0.29216638,1.3956153,0.0,1.0222495,0.091581985,0.6515272,0.0,0.1965014,0.6244655,0.4527092,0.35754615,0.35091236,0.6498011,0.51177895,0.34858432,0.7037958,0.0,0.8558306,0.68861127,0.0,0.5341461,0.5530482,0.43422776,0.6740646,0.32761002,0.99504495,0.0,0.5764249,0.6030831,1.5147177,0.0,0.0,0.19176191,0.5913886,1.0079603,0.8763176,0.9699783,0.24102746,0.6270998,0.0,0.2249429,0.5204626,0.7665525,0.27967006,0.020389354,0.8473132,0.4554895,0.58283156,0.0,0.6986475,0.63590664,0.7652342,0.05281348,0.50096756,0.7713727,0.0
0.07580599,0.7376902,0.6277888,0.48975667,0.3295572,0.32519454,1.7322298,0.108975105,1.3578402,0.31606817,0.27092567,1.1039126,0.0,1.9999807,0.0,0.11978683,0.12768857,0.0,1.3356597,1.6388034,0.12774706,0.42985284,0.6392489,0.88002485,0.9381736,0.5661439,0.1629786,0.51345783,1.0459284,0.33006078,0.80890596,0.13152093,0.5964155,1.1540515,0.0,0.32437503,0.0,1.0465053,0.0,0.0,1.2400727,0.77991396,0.413143,1.3099568,0.30635077,1.3617357,0.28909376,0.0,2.3578582,0.30601838,0.5896645,1.4365506,0.0,0.35320702,0.2437098,0.61823213,0.78249204,0.20022978,0.0220814,0.26232165,0.00028822292,0.0,0.7077354,0.27912617
0.07580599,0.7376902,0.6277888,0.48975667,0.3295572,0.32519454,1.7322298,0.108975105,1.3578402,0.31606817,0.27092567,1.1039126,0.0,1.9999807,0.0,0.11978683,0.12768857,0.0,1.3356597,1.6388034,0.12774706,0.42985284,0.6392489,0.88002485,0.9381736,0.5661439,0.1629786,0.51345783,1.0459284,0.33006078,0.80890596,0.13152093,0.5964155,1.1540515,0.0,0.32437503,0.0,1.0465053,0.0,0.0,1.2400727,0.77991396,0.413143,1.3099568,0.30635077,1.3617357,0.28909376,0.0,2.3578582,0.30601838,0.5896645,1.4365506,0.0,0.35320702,0.2437098,0.61823213,0.78249204,0.20022978,0.0220814,0.26232165,0.00028822292,0.0,0.7077354,0.27912617
0.07580596,0.7376901,0.62778866,0.4897566,0.32955715,0.32519454,1.7322298,0.108975105,1.3578402,0.31606817,0.27092564,1.1039127,0.0,1.9999806,0.0,0.11978686,0.12768856,0.0,1.3356599,1.6388034,0.127747,0.42985284,0.6392489,0.88002485,0.9381736,0.56614393,0.16297862,0.51345783,1.0459284,0.33006084,0.80890596,0.13152088,0.5964155,1.1540517,0.0,0.32437503,0.0,1.0465053,0.0,0.0,1.2400726,0.77991396,0.41314298,1.3099568,0.30635077,1.3617357,0.28909376,0.0,2.3578582,0.3060184,0.58966446,1.4365506,0.0,0.35320702,0.2437098,0.61823213,0.78249216,0.20022981,0.0220814,0.26232165,0.00028822292,0.0,0.7077354,0.27912617
0.0624558,0.70098317,0.39182773,0.5909049,0.21229073,0.7853629,1.918247,0.0,1.3639756,0.11827274,0.15252563,0.65887594,0.0,1.645345,0.0,0.5239175,0.22692065,0.0,1.3004278,1.962232,0.0122623965,0.21973859,0.626986,0.7388753,1.1069193,0.6077893,0.0,0.9678791,0.81055975,0.3443966,0.72675276,0.17983568,0.7148895,0.68816054,0.0,0.477337,0.1134587,0.0,0.0,0.0,0.7777977,1.5511147,0.20559475,1.160382,0.0,1.2433137,0.7352967,0.0,2.5090976,0.0,0.63683105,1.5453724,0.0,0.78405994,0.09807925,0.7438189,0.7691084,0.0,0.0,0.33995947,0.0,0.0,1.2393141,1.0240445
0.064795345,0.70085454,0.38994563,0.59169054,0.21073927,0.7834324,1.9193468,0.0,1.3644869,0.12065591,0.14999029,0.6585678,0.0,1.6466234,0.0,0.52256674,0.22825645,0.0,1.2989001,1.9626268,0.011657946,0.22066991,0.6278624,0.7385517,1.1050247,0.60627013,0.0,0.9671356,0.8113073,0.34513706,0.7254352,0.17932698,0.7150464,0.68513596,0.0,0.47821712,0.11203099,0.0,0.0,0.0,0.77657497,1.5511533,0.20870468,1.162657,0.0,1.2420354,0.7383327,0.0,2.508497,0.0,0.63849264,1.5455389,0.0,0.78498936,0.0977328,0.7450068,0.76864696,0.0,0.0,0.3411351,0.0,0.0,1.2392964,1.0237854
0.05806118,0.6572305,0.4870939,0.5899169,0.26252928,0.61261356,1.839204,0.052874915,1.5972571,0.09518577,0.13865864,0.85323393,0.0,1.8666911,0.0,0.5476427,0.0,0.0,1.0700306,1.8421139,0.0,0.0024317354,0.69478387,0.8592489,1.0013354,0.40381387,0.0,0.71483856,1.0320485,0.46867472,0.8366192,0.14350565,0.8879229,1.1922437,0.0,0.53901887,0.0,0.30244878,0.0,0.0,0.8634737,1.3432959,0.25716949,1.2289119,0.12944794,1.3441116,0.58382416,0.0,2.5291479,0.13199756,0.5821477,1.6021454,0.0,0.80717313,0.47528544,0.65007466,0.8836518,0.0,0.0,0.11164724,0.0,0.0,1.1086148,0.4421697
0.05806118,0.6572305,0.4870939,0.5899169,0.26252928,0.61261356,1.839204,0.052874915,1.5972571,0.09518577,0.13865864,0.85323393,0.0,1.8666911,0.0,0.5476427,0.0,0.0,1.0700306,1.8421139,0.0,0.0024317354,0.69478387,0.8592489,1.0013354,0.40381387,0.0,0.71483856,1.0320485,0.46867472,0.8366192,0.14350565,0.8879229,1.1922437,0.0,0.53901887,0.0,0.30244878,0.0,0.0,0.8634737,1.3432959,0.25716949,1.2289119,0.12944794,1.3441116,0.58382416,0.0,2.5291479,0.13199756,0.5821477,1.6021454,0.0,0.80717313,0.47528544,0.65007466,0.8836518,0.0,0.0,0.11164724,0.0,0.0,1.1086148,0.4421697
0.07662991,0.7306881,0.87177086,0.99041253,0.71734613,0.5410242,0.48369527,0.03357052,0.48441038,0.4639718,0.44455865,0.3284241,0.0,0.92933905,0.0,0.85685223,0.0,0.144838,0.33437893,0.38489863,0.56821144,0.43964714,0.7344563,0.38131997,0.8684803,0.083946005,0.1634125,0.68134755,0.5278586,0.016705185,1.1277691,0.0,0.15503691,0.96726954,0.0,0.043040514,0.76703095,1.6227418,0.0,0.1777557,0.46182412,0.3359775,0.5214536,0.3998773,0.49504453,0.10315426,0.7657894,0.0,1.0812608,0.670769,0.0,0.9035819,0.0,0.6622553,0.37656268,0.0,0.1061747,0.12796982,0.061737888,0.0296916,0.31720936,0.0,0.692278,0.10487747
0.07662991,0.7306881,0.87177086,0.99041253,0.71734613,0.5410242,0.48369527,0.03357052,0.48441038,0.4639718,0.44455865,0.3284241,0.0,0.92933905,0.0,0.85685223,0.0,0.144838,0.33437893,0.38489863,0.56821144,0.43964714,0.7344563,0.38131997,0.8684803,0.083946005,0.1634125,0.68134755,0.5278586,0.016705185,1.1277691,0.0,0.15503691,0.96726954,0.0,0.043040514,0.76703095,1.6227418,0.0,0.1777557,0.46182412,0.3359775,0.5214536,0.3998773,0.49504453,0.10315426,0.7657894,0.0,1.0812608,0.670769,0.0,0.9035819,0.0,0.6622553,0.37656268,0.0,0.1061747,0.12796982,0.061737888,0.0296916,0.31720936,0.0,0.692278,0.10487747
0.07662991,0.7306881,0.87177086,0.99041253,0.71734613,0.5410242,0.48369527,0.03357052,0.48441038,0.4639718,0.44455865,0.3284241,0.0,0.92933905,0.0,0.85685223,0.0,0.144838,0.33437893,0.38489863,0.56821144,0.43964714,0.7344563,0.38131997,0.8684803,0.083946005,0.1634125,0.68134755,0.5278586,0.016705185,1.1277691,0.0,0.15503691,0.96726954,0.0,0.043040514,0.76703095,1.6227418,0.0,0.1777557,0.46182412,0.3359775,0.5214536,0.3998773,0.49504453,0.10315426,0.7657894,0.0,1.0812608,0.670769,0.0,0.9035819,0.0,0.6622553,0.37656268,0.0,0.1061747,0.12796982,0.061737888,0.0296916,0.31720936,0.0,0.692278,0.10487747
