latent_gpu_df_0,latent_gpu_df_1,latent_gpu_df_2,latent_gpu_df_3,latent_gpu_df_4,latent_gpu_df_5,latent_gpu_df_6,latent_gpu_df_7,latent_gpu_df_8,latent_gpu_df_9,latent_gpu_df_10,latent_gpu_df_11,latent_gpu_df_12,latent_gpu_df_13,latent_gpu_df_14,latent_gpu_df_15,latent_gpu_df_16,latent_gpu_df_17,latent_gpu_df_18,latent_gpu_df_19,latent_gpu_df_20,latent_gpu_df_21,latent_gpu_df_22,latent_gpu_df_23,latent_gpu_df_24,latent_gpu_df_25,latent_gpu_df_26,latent_gpu_df_27,latent_gpu_df_28,latent_gpu_df_29,latent_gpu_df_30,latent_gpu_df_31,latent_gpu_df_32,latent_gpu_df_33,latent_gpu_df_34,latent_gpu_df_35,latent_gpu_df_36,latent_gpu_df_37,latent_gpu_df_38,latent_gpu_df_39,latent_gpu_df_40,latent_gpu_df_41,latent_gpu_df_42,latent_gpu_df_43,latent_gpu_df_44,latent_gpu_df_45,latent_gpu_df_46,latent_gpu_df_47,latent_gpu_df_48,latent_gpu_df_49,latent_gpu_df_50,latent_gpu_df_51,latent_gpu_df_52,latent_gpu_df_53,latent_gpu_df_54,latent_gpu_df_55,latent_gpu_df_56,latent_gpu_df_57,latent_gpu_df_58,latent_gpu_df_59,latent_gpu_df_60,latent_gpu_df_61,latent_gpu_df_62,latent_gpu_df_63
1.038664,0.47664192,0.6813586,0.61016595,0.8394354,0.35509056,0.17836322,0.1365358,1.2842168,0.0,0.7153837,0.0,0.0,1.2249815,0.0,0.2737375,0.06435536,0.178059,2.1877115,2.3776743,1.5822674,1.0177552,0.07981848,0.0,1.5206982,1.5004691,0.11128707,0.44210994,0.9773917,0.88059884,0.0,0.5665591,0.20477623,0.6516392,0.0,1.0587217,0.0,0.3964653,0.0,0.0,1.2912962,1.7380878,0.28727388,0.047710918,0.5736138,0.5450049,0.8184835,0.0,0.1352058,0.22729632,0.18724245,2.069791,0.0,1.1279981,0.7657641,0.5172076,0.0,0.4403854,0.09431515,0.45901543,0.0,0.0,0.17395836,0.72222865
0.8915181,0.2117668,0.14831343,0.7991902,0.9947373,0.22200182,0.36681482,0.0,1.2428964,0.0,0.3309197,0.0,0.0,1.3453903,0.0,0.4667058,0.14185603,0.12822251,1.7151976,2.042383,1.449102,1.2919247,0.5859842,0.0,1.6340503,1.4800252,0.0,0.52946144,1.2487239,1.1585575,0.0,0.54930955,0.035204418,0.96481407,0.0,0.90477717,0.14429125,0.6213283,0.0,0.0,1.5733652,1.5829968,0.07082023,0.09423136,0.2772454,0.53656906,0.58161217,0.0,0.7365027,0.6394588,0.0,2.2658978,0.0,1.3531343,0.3711757,0.3546321,0.057520162,0.21441998,0.026709652,0.9488193,0.0,0.0,0.3654068,0.56953806
0.9905741,0.40965632,0.73451495,0.67638665,0.89281106,0.070426255,0.0,0.23299721,1.5000715,0.0,0.7872815,0.3014578,0.0,1.5763601,0.0,0.084080964,0.04850857,0.22958495,2.0749292,2.1566281,1.6527373,1.0674711,0.06532929,0.01076898,1.3846263,1.3709579,0.20360218,0.20373636,1.1604246,0.9494768,0.0,0.57146204,0.21022582,1.1848593,0.0,1.1597327,0.0,1.134806,0.0,0.0,1.5175685,1.2690994,0.4721243,0.18642005,0.7817527,0.6715185,0.68519485,0.0,0.064919405,0.5313228,0.16164923,2.1319218,0.0,0.8942484,1.0621846,0.44837573,0.0043545393,0.54826933,0.076619364,0.2581086,0.0,0.0,0.0,0.15020187
0.93400085,0.2336805,0.20172366,0.7378252,0.99800307,0.087053,0.18970425,0.10212365,1.2884384,0.0,0.3794988,0.22921577,0.0,1.6141487,0.0,0.4038425,0.043121845,0.10305296,1.6076725,1.8265139,1.5242435,1.184898,0.51745576,0.0,1.4988961,1.4346548,0.067836866,0.19802865,1.4819278,1.2327815,0.0,0.5405665,0.10855255,1.4337574,0.0,0.92436904,0.0,1.2828234,0.0,0.0,1.6282051,1.1540902,0.15883656,0.07832273,0.49804255,0.5921427,0.26087916,0.0,0.62792087,0.91339123,0.0,2.2846668,0.0,1.0697668,0.6297313,0.36384386,0.014437954,0.24327905,0.0,0.7735521,0.0,0.0,0.0,0.0
0.47001457,1.0401665,1.1215193,0.24589244,0.573547,0.44997874,0.26618508,0.19238386,0.56510335,0.0,0.9334479,0.52742106,0.25908676,0.47952926,0.0,1.0077254,0.10260305,0.35919532,0.43609866,0.6812102,1.0466901,0.1879427,0.036111213,0.2082425,0.47700718,0.4956447,0.53526926,0.19543177,0.70173454,0.59137774,0.40617096,0.13764764,1.3216531,0.84597945,0.0,0.25578684,0.53017753,0.9217218,0.0,0.0,0.4666353,0.560384,1.6343755,0.8347454,0.40903673,1.1369222,0.5514785,0.0,0.40402123,0.91150236,0.34414577,0.8268367,0.0,0.8677289,0.5186943,0.33415976,0.0,0.28191537,0.16540565,0.68865997,0.0,0.069265135,0.39088956,0.0
0.47001457,1.0401665,1.1215193,0.24589244,0.573547,0.44997874,0.26618508,0.19238386,0.56510335,0.0,0.9334479,0.52742106,0.25908676,0.47952926,0.0,1.0077254,0.10260305,0.35919532,0.43609866,0.6812102,1.0466901,0.1879427,0.036111213,0.2082425,0.47700718,0.4956447,0.53526926,0.19543177,0.70173454,0.59137774,0.40617096,0.13764764,1.3216531,0.84597945,0.0,0.25578684,0.53017753,0.9217218,0.0,0.0,0.4666353,0.560384,1.6343755,0.8347454,0.40903673,1.1369222,0.5514785,0.0,0.40402123,0.91150236,0.34414577,0.8268367,0.0,0.8677289,0.5186943,0.33415976,0.0,0.28191537,0.16540565,0.68865997,0.0,0.069265135,0.39088956,0.0
0.6537711,0.84412086,1.0543861,0.32603443,0.5065402,0.3874696,0.13561095,0.17337024,0.44262728,0.060855336,0.7501726,0.33276895,0.17047042,0.57806236,0.0,0.7263966,0.0,0.47101673,0.58734447,0.93377054,1.0930057,0.31359,0.0,0.10921726,0.60940343,0.34290227,0.42689297,0.28361398,0.7565132,0.7267204,0.21937278,0.22425401,1.005605,0.9888116,0.0,0.27747846,0.2813251,1.0708983,0.0,0.0,0.55580825,0.6083179,1.5054835,0.5999274,0.43463507,0.93360454,0.629335,0.0,0.3216444,0.7919642,0.30244565,0.90844584,0.13575451,0.8484416,0.4366795,0.33879846,0.0,0.34999156,0.2626508,0.594007,0.0,0.00068948325,0.12903336,0.0
1.0161084,0.5267391,0.68999374,0.4002314,0.52851915,0.5513942,0.10772525,0.47210047,0.24468087,0.0,0.674906,0.0,0.1066519,0.36185622,0.0,0.3233796,0.0,0.49026093,0.82375956,1.2432216,1.161071,0.5453296,0.0,0.0548701,0.8730013,0.4250417,0.18188323,0.48591816,0.88257533,1.000182,0.0,0.32763985,0.5122218,1.7433454,0.0,0.62872523,0.18861255,1.3273638,0.0,0.0,0.80608183,0.8943817,1.3075199,0.17825675,0.65611374,0.47283918,0.6772964,0.0,0.4774132,1.0638874,0.111061126,1.0501261,0.102991275,1.0698103,0.13952042,0.64618367,0.0,0.6996255,0.7847641,0.28567138,0.0,0.0,0.11296017,0.0
1.027806,0.5260962,0.68058306,0.40415964,0.52076155,0.54174185,0.11322485,0.47181398,0.2472371,0.0,0.6622293,0.0,0.11146253,0.3682481,0.0,0.31662574,0.0,0.49331853,0.8161211,1.2451965,1.1580485,0.54998577,0.0,0.053251892,0.86352724,0.41744572,0.18910874,0.482201,0.88631314,1.0038843,0.0,0.3250962,0.5130062,1.7282223,0.0,0.63312584,0.18147427,1.3270038,0.0,0.0,0.7999682,0.8945753,1.3230696,0.18963152,0.66380715,0.46644872,0.6924763,0.0,0.47441033,1.0708189,0.11936924,1.0509585,0.116762616,1.0744576,0.13778824,0.65212315,0.0,0.6987532,0.78914344,0.29154977,0.0,0.0,0.112871476,0.0
1.0588017,0.5463284,0.68539494,0.40464607,0.55943936,0.5696827,0.11093257,0.41671717,0.21936013,0.0,0.70986587,0.0,0.13176341,0.3691243,0.0,0.3702727,0.0,0.43814507,0.7525597,1.3572439,1.2199403,0.54177964,0.11596552,0.05410418,0.820509,0.40378416,0.08675648,0.37882906,0.87436444,1.0112488,0.0,0.25902072,0.4978632,1.7713941,0.0,0.6329955,0.18651271,1.245021,0.0,0.0,0.73336935,0.87423736,1.2099059,0.17711082,0.65558225,0.44912338,0.7099144,0.0,0.48209432,1.0279897,0.16277099,1.0435766,0.17390095,1.1006752,0.15095523,0.6764826,0.0,0.62672096,0.72904396,0.25312126,0.0,0.0,0.090390034,0.0
1.0660164,0.09437968,0.69060683,0.84775406,0.757429,0.78544,0.5082541,0.38339967,0.0,0.015146352,1.0055846,0.27317747,0.3832802,0.48061723,0.23132174,0.0,0.0,0.4756752,0.7099809,0.86800104,1.1469457,1.2839191,0.012806034,0.41609272,0.6910334,0.104616374,0.1525339,0.5103322,0.5991461,1.8540374,0.0,1.1824358,0.0,2.1606507,0.0,0.9724949,0.0,0.94099796,0.0,0.0,1.262522,0.81844574,0.80472875,0.0,0.6493495,0.34728497,0.3906862,0.0,0.24541676,1.0628382,0.84987473,0.50263095,0.34728456,0.8376429,0.76701975,1.1735525,0.0,1.3229456,1.163958,0.663424,0.0,0.071901135,0.0,0.0
1.0660164,0.09437968,0.69060683,0.84775406,0.757429,0.78544,0.5082541,0.38339967,0.0,0.015146352,1.0055846,0.27317747,0.3832802,0.48061723,0.23132174,0.0,0.0,0.4756752,0.7099809,0.86800104,1.1469457,1.2839191,0.012806034,0.41609272,0.6910334,0.104616374,0.1525339,0.5103322,0.5991461,1.8540374,0.0,1.1824358,0.0,2.1606507,0.0,0.9724949,0.0,0.94099796,0.0,0.0,1.262522,0.81844574,0.80472875,0.0,0.6493495,0.34728497,0.3906862,0.0,0.24541676,1.0628382,0.84987473,0.50263095,0.34728456,0.8376429,0.76701975,1.1735525,0.0,1.3229456,1.163958,0.663424,0.0,0.071901135,0.0,0.0
0.0,1.8953161,0.5276368,0.30769727,0.16692045,0.56788874,1.4487798,0.39063427,0.80230975,0.23951764,1.0000832,1.156885,0.34269705,0.0,0.0,2.3164234,1.1627429,0.26007056,0.0,0.0,0.20408547,0.0,0.5379431,1.0147707,0.0412283,1.1048687,0.85777336,0.0,0.18951407,0.0,1.653546,0.15288353,1.7413749,0.0,0.0,0.0,2.0830195,0.3955196,0.0,0.90488154,0.0,0.38429338,0.9066627,1.5104086,0.33311412,1.5597619,0.7813178,0.0,1.1068975,0.8211739,0.17854348,0.19907704,0.0,0.31951916,0.22256944,0.0,0.43961942,0.0,0.0,1.2792132,0.0,0.0,2.8522897,0.75691485
