Name,URL,Price,Brand,Chipset,Socket,Form Factor,Memory Type,Memory Max OC,WiFi,WiFi Standard,PCIe,M2 Gen,VRM
"MSI B760M Gaming Plus WiFi Carte Mère, mATX - Compatible avec Les processeurs Intel de 14e, 13e et 12e Gén, LGA 1700 - DDR5 Memory Boost 6800+MHz/OC, 1x PCIe 4.0 x16, 2 x M.2 Gen4, LAN 2.5G, Wi-FI 6E",https://www.amazon.fr/MSI-B760M-Gaming-Plus-Carte/dp/B0CN3P4YXB/ref=sr_1_21?c=ts&dib=eyJ2IjoiMSJ9.hQX_9PfZTHoXFrwumjL_vvTSWNx1FQTS99H-OlV5Yy7_1_whuPCj-bKqaUl6XHnH1MnOWQHMCk02OAhoGl7M8r2nQj7icB0SvCGoNUZBfirD12G2YVicQURbvgo83TuX76bE0mXXzwAjV3XRz6kWyYRG-9lMYaEZiu9W35sUA-TgWBBaS_EfZWpurcAoEQGhNnHl4h-NpkS19qyneEmrK1agBRow4fJhyEun7z-B6R6zl4Ec8brlnM8P7hCxXNJGXAw70IN7xEzAwn4fF99fSzODZeqkqUVeySrxxhf-vNM.Zj5thb4MxeJcE8JgYLDkxsUNlVpN_CR6CpuEOgdQPPs&dib_tag=se&keywords=Motherboards&qid=1760141076&s=computers&sr=1-21&ts_id=430341031,"120,82 €",Msi,B760M,,,DDR5,,Yes,WiFi ,4.0,4,
"ASUS ROG Strix B850-I Gaming WiFi AMD Mini-ITX Motherboard, 10+2+1 Power Stages, DDR5 Slots, Two M.2 Slots, PCIe® 5.0, WiFi 7, USB 20Gbps Type-C®, and Aura Sync RGB",https://www.amazon.fr/ASUS-B850-I-Mini-ITX-Motherboard-Type-C%C2%AE/dp/B0DP5F4WH3/ref=sr_1_22?c=ts&dib=eyJ2IjoiMSJ9.hQX_9PfZTHoXFrwumjL_vvTSWNx1FQTS99H-OlV5Yy7_1_whuPCj-bKqaUl6XHnH1MnOWQHMCk02OAhoGl7M8r2nQj7icB0SvCGoNUZBfirD12G2YVicQURbvgo83TuX76bE0mXXzwAjV3XRz6kWyYRG-9lMYaEZiu9W35sUA-TgWBBaS_EfZWpurcAoEQGhNnHl4h-NpkS19qyneEmrK1agBRow4fJhyEun7z-B6R6zl4Ec8brlnM8P7hCxXNJGXAw70IN7xEzAwn4fF99fSzODZeqkqUVeySrxxhf-vNM.Zj5thb4MxeJcE8JgYLDkxsUNlVpN_CR6CpuEOgdQPPs&dib_tag=se&keywords=Motherboards&qid=1760141076&s=computers&sr=1-22&ts_id=430341031,"233,42 €",Asus,B850,,MINIITX,DDR5,,Yes,WiFi ,,,
"GIGABYTE B850 AORUS Elite WIFI7 Ice Carte Mère - AMD Ryzen 9000 Series CPUs, VRM numérique 14+2+2 Phases, jusqu'à 8200MHz DDR5 (OC), 1xPCIe 5.0 + 2xPCIe 4.0 M.2, LAN 2,5, WiFi 7, USB 3.2 Gen 2x2",https://www.amazon.fr/GIGABYTE-B850-AORUS-Elite-WIFI7/dp/B0DQM7H82V/ref=sr_1_23?c=ts&dib=eyJ2IjoiMSJ9.hQX_9PfZTHoXFrwumjL_vvTSWNx1FQTS99H-OlV5Yy7_1_whuPCj-bKqaUl6XHnH1MnOWQHMCk02OAhoGl7M8r2nQj7icB0SvCGoNUZBfirD12G2YVicQURbvgo83TuX76bE0mXXzwAjV3XRz6kWyYRG-9lMYaEZiu9W35sUA-TgWBBaS_EfZWpurcAoEQGhNnHl4h-NpkS19qyneEmrK1agBRow4fJhyEun7z-B6R6zl4Ec8brlnM8P7hCxXNJGXAw70IN7xEzAwn4fF99fSzODZeqkqUVeySrxxhf-vNM.Zj5thb4MxeJcE8JgYLDkxsUNlVpN_CR6CpuEOgdQPPs&dib_tag=se&keywords=Motherboards&qid=1760141076&s=computers&sr=1-23&ts_id=430341031,"175,71 €",Gigabyte,B850,,,DDR5,,Yes,WiFi 7,"5.0, 4.0",,
"GIGABYTE B550 Gaming X V2 Carte mère - Processeurs AMD Ryzen 5000, VRM 10+3 phases, jusqu'à 4733 MHz DDR4, 1xPCIe 4.0 + 1xPCIe 3.0 M.2, LAN 1GbE, USB 3.2 Gen 2",https://www.amazon.fr/GIGABYTE-B550-GAMING-V2-Gaming/dp/B08K16S4K1/ref=sr_1_24?c=ts&dib=eyJ2IjoiMSJ9.hQX_9PfZTHoXFrwumjL_vvTSWNx1FQTS99H-OlV5Yy7_1_whuPCj-bKqaUl6XHnH1MnOWQHMCk02OAhoGl7M8r2nQj7icB0SvCGoNUZBfirD12G2YVicQURbvgo83TuX76bE0mXXzwAjV3XRz6kWyYRG-9lMYaEZiu9W35sUA-TgWBBaS_EfZWpurcAoEQGhNnHl4h-NpkS19qyneEmrK1agBRow4fJhyEun7z-B6R6zl4Ec8brlnM8P7hCxXNJGXAw70IN7xEzAwn4fF99fSzODZeqkqUVeySrxxhf-vNM.Zj5thb4MxeJcE8JgYLDkxsUNlVpN_CR6CpuEOgdQPPs&dib_tag=se&keywords=Motherboards&qid=1760141076&s=computers&sr=1-24&ts_id=430341031,"81,64 €",Gigabyte,B550,,,DDR4,,No,,"4.0, 3.0",,10
"MSI MAG X870 Tomahawk WiFi Carte mère, ATX - pour processeurs AMD Ryzen 9000/8000 / 7000, AM5 - VRM 80A SPS, DDR5 Memory Boost 8400+MT/s (OC), PCIe 5.0 x16 & 4.0 x16, M.2 Gen5, Wi-FI 7, 5G LAN",https://www.amazon.fr/MSI-X870-Tomahawk-WiFi-Carte/dp/B0DCVVXK8D/ref=sr_1_25?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-25&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"314,78 €",Msi,X870,AM5,ATX,DDR5,,Yes,WiFi ,5.0,5,80A
"GIGABYTE B550M AORUS Elite Carte mère - Processeurs AMD Ryzen 5000, VRM 5+3 Phases, jusqu'à 4733 MHz DDR4, 1xPCIe 4.0 + 1xPCIe 3.0 M.2, LAN 1GbE, USB 3.2 Gen 1",https://www.amazon.fr/GIGABYTE-B550M-AORUS-ELITE-Elite/dp/B08BN8VD23/ref=sr_1_26?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-26&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"76,26 €",Gigabyte,B550M,,,DDR4,,No,,"4.0, 3.0",,
"MSI MAG B650 TOMAHAWK WIFI Carte mère, ATX - pour Processeurs AMD Ryzen 7000, AM5 - VRM Duet Rail 14 Phases, SPS 80 A - DDR5 Memory Boost 6400 Plus MHz/OC, 2 x Slots PCIe 4.0 x16, 3 x Slots M.2 Gen4",https://www.amazon.fr/MSI-B650-Tomahawk-WiFi-Carte/dp/B0BDS873GF/ref=sr_1_27?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-27&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"143,10 €",Msi,B650,AM5,ATX,DDR5,,Yes,WiFi ,4.0,4,
MSI B550M Pro-VDH Carte mère AMD B550 Emplacement AM4 Micro ATX,https://www.amazon.fr/MSI-B550M-Pro-VDH-Carte-Emplacement/dp/B08NCK1MBQ/ref=sr_1_28?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-28&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"77,35 €",Msi,B550M,AM4,MICROATX,,,No,,,,
"ASUS PRIME B550M-A WI-FI II – Carte mère AMD B550 Ryzen AM4 micro ATX (2 x M.2, PCIe 4.0, DDR4 4400, Intel WiFi 6, 1 Gb Ethernet, HDMI/D-Sub/DVI, USB 3.2 Gen 2 Type-A, Aura Sync RGB)",https://www.amazon.fr/ASUS-PRIME-B550M-WI-FI-Type/dp/B09LVQXHBG/ref=sr_1_29?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-29&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"85,02 €",Asus,B550M,AM4,MICROATX,DDR4,,Yes,WiFi 6,4.0,,
"GIGABYTE B650 Gaming X AX V2 Carte mère - AMD Ryzen série 9000, VRM 8+2+2 Phases, jusqu'à 8000 MHz DDR5 (OC), 1xPCIe 5.0 + 2xPCIe 4.0 M.2, LAN 2,5 GbE, WiFi 6E, USB 3.2 Gen 2",https://www.amazon.fr/GIGABYTE-B650-Gaming-AX-V2/dp/B0CSKH56WN/ref=sr_1_30?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-30&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Gigabyte,B650,,,DDR5,,Yes,WiFi 6e,"5.0, 4.0",,
"MSI Pro A620M-B Carte mère, Micro-ATX, pour processeurs AMD Ryzen 9000, 8000 & 7000, AM5 – DDR5 Memory Boost (6800+MHz/OC), 1 x PCIe 4.0 x16, 1 x M.2 Gen4",https://www.amazon.fr/MSI-A620M-B-Carte-Micro-ATX-processeurs/dp/B0DQ5DXZF7/ref=sr_1_31?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-31&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"71,66 €",Msi,9000,AM5,MICROATX,DDR5,,No,,4.0,4,
"ASUS ROG Strix B850-A Gaming WiFi AMD ATX Motherboard, 14+2+2 Power Stages, DDR5 Slots, Four M.2 Slots, PCIe® 5.0, WiFi 7, USB 20Gbps Type-C® and Aura Sync RGB",https://www.amazon.fr/ASUS-Gaming-Motherboard-Stages-Type-C%C2%AE/dp/B0DP5FBV4P/ref=sr_1_32?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-32&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"226,37 €",Asus,B850,,ATX,DDR5,,Yes,WiFi ,,,
"ASUS ROG STRIX B650E-F Gaming Wifi - Carte mère AMD Ryzen AM5 ATX (12 plus 2 phases d'alimentation, DDR5, 3 x M.2, PCIe 5.0, WiFi 6E, 2.5G LAN, USB 3.2 Gen 2x2 Type-C port, Aura Sync RGB)",https://www.amazon.fr/ASUS-STRIX-B650E-F-GAMING-WIFI/dp/B0BHHTJZM9/ref=sr_1_33?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-33&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"186,57 €",Asus,B650E,AM5,ATX,DDR5,,Yes,WiFi ,5.0,,
"MSI X870 Gaming Plus WiFi Carte mère ATX - pour processeurs AMD Ryzen 9000/8000 / 7000, AM5 - DDR5 Memory Boost (8200+ MT/s OC), PCIe 5.0 x16 & 4.0 x16, M.2 Gen5, Wi-FI 7, 5G LAN",https://www.amazon.fr/MSI-X870-Gaming-Plus-Carte/dp/B0DLWVQVT6/ref=sr_1_34?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-34&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"216,63 €",Msi,X870,AM5,ATX,DDR5,,Yes,WiFi ,5.0,5,
"MSI Pro B840-P WiFi Carte mère ATX - pour processeurs AMD Ryzen 9000/8000 / 7000, AM5 - DDR5 Memory Boost (8000+ MT/s OC), PCIe 4.0 x16, M.2 Gen4, Wi-FI 7, 2.5G LAN",https://www.amazon.fr/MSI-B840-P-WiFi-Carte-m%C3%A8re/dp/B0DPKTYFH9/ref=sr_1_35?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-35&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"111,22 €",Msi,B840,AM5,ATX,DDR5,,Yes,WiFi ,4.0,4,
"GIGABYTE B850 Gaming X WIFI6E Carte Mère - AMD Ryzen 9000 Series CPUs, VRM numérique 12+2+2 Phases, jusqu'à 8200MHz DDR5 (OC), 1xPCIe 5.0 + 2xPCIe 4.0 M.2, LAN 2.5G, WiFi 6E, USB 3.2 Gen 2x2",https://www.amazon.fr/GIGABYTE-B850-Gaming-WIFI6E-Carte/dp/B0DQNK3Z2M/ref=sr_1_36?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-36&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Gigabyte,B850,,,DDR5,,Yes,WiFi 6e,"5.0, 4.0",,
"ASUS TUF GAMING B760-PLUS WIFI – Carte mère gaming Intel B760 LGA 1700 ATX (DDR5, PCIe 5.0, 3 x PCIe 4.0 M.2, DisplayPort, HDMI, SATA 6 Gbps, USB 3.2 Gen 2x2, Thunderbolt USB4, Aura Sync RGB)",https://www.amazon.fr/ASUS-TUF-Gaming-B760-PLUS-WiFi/dp/B0BVKYWPFT/ref=sr_1_37?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-37&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"152,41 €",Asus,B760,,ATX,DDR5,,Yes,WiFi ,"5.0, 4.0",,
"GIGABYTE B850 AORUS Elite WIFI7 Carte Mère - AMD Ryzen 9000 Series CPUs, VRM numérique 14+2+2 Phases, jusqu'à 8200MHz DDR5 (OC), 1xPCIe 5.0 + 2xPCIe 4.0 M.2, LAN 2,5, WiFi 7, USB 3.2 Gen 2x2",https://www.amazon.fr/GIGABYTE-B850-AORUS-Elite-WIFI7/dp/B0DQM8GPR7/ref=sr_1_38?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-38&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"184,89 €",Gigabyte,B850,,,DDR5,,Yes,WiFi 7,"5.0, 4.0",,
"GIGABYTE B550M DS3H Carte mère - Processeurs AMD Ryzen 5000, VRM 5+3 Phases, jusqu'à 4733 MHz DDR4, 1xPCIe 4.0 + 1xPCIe 3.0 M.2, LAN 1GbE, USB 3.2 Gen 1",https://www.amazon.fr/GIGABYTE-Carte-Mere-B550M-DS3H/dp/B089TNX9YT/ref=sr_1_39?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-39&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Gigabyte,B550M,,,DDR4,,No,,"4.0, 3.0",,
"MSI PRO B760-P WIFI DDR4 Carte Mère, ATX - Pour Processeurs Intel Core 14e, 13e & 12e Génération, LGA 1700 - DDR4 Memory Boost 5333+MHz/OC, PCIe 4.0 x16, M.2 Gen4, 2.5G LAN, Wi-Fi 6E",https://www.amazon.fr/MSI-Carte-m%C3%A8re-B760-P-DDR4/dp/B0BJW1G7VN/ref=sr_1_40?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-40&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"113,57 €",Msi,B760,,ATX,DDR4,,Yes,WiFi ,4.0,4,
"MSI PRO B760-P DDR4 II Carte Mère, Micro-ATX - Pour Processeurs Intel Core 14e, 13e & 12e Génération, LGA 1700 - DDR4 Memory Boost 5333+MHz/OC, Slots PCIe 4.0 x16, M.2 Gen4, 2,5G LAN",https://www.amazon.fr/MSI-B760-P-DDR4-Carte-Micro-ATX/dp/B0CFY6HW85/ref=sr_1_41?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-41&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"92,80 €",Msi,B760,,MICROATX,DDR4,,No,,4.0,4,
"ROG Strix B550-A Gaming Carte mère AMD Ryzen AM4 ATX (PCIe 4.0, 14 phases d'alimentation, Intel 2.5 Gb Ethernet, 2xM.2, ASUS OptiMem II, AI Noise-Canceling Microphone, USB 3.2 Gen 2, Aura Sync)",https://www.amazon.fr/ROG-dalimentation-ASUS-Noise-Canceling-Microphone/dp/B08KBSRYGF/ref=sr_1_42?c=ts&dib=eyJ2IjoiMSJ9.PwUY1xbsduddQkmUgLBTrBFDKFq0Nw9xl86-b3q-v9CYscwqMMWHDfZq7WJzGS4n2LzYJcbTkYHgryzEefdp_s_pM_QNuvlkWwq8qkit7x412G_gKXy-mKHwPiafqgsy7K2WQrKxYjCilso10Je78zW71WNpW4lO4rKpuv2TQrFiReC4ZdRdg30SQraAMQj7j8VG1RrqQa625Ln-OdzxSrw6u4WWI4BW85lOVlCI9k1KI3QBovgeedNhGI2hKWViKi_--qW-iolK__iI1FAD4_Z6kPcxv1MNV8Nr9HbDnu8.H5AhLo13UzBW-Dpsj21d4mexuEILRssC3zQpNB3uRLg&dib_tag=se&keywords=Motherboards&qid=1760141081&s=computers&sr=1-42&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"116,66 €",Asus,B550,AM4,ATX,,,No,,4.0,,
