Name,URL,Price,Taille RAM,Type de RAM,Carte graphique,Fréquence d’horloge de la mémoire
"Gigabyte GeForce RTX 5070 WINDFORCE SFF 12G Carte Graphique - 12 Go GDDR7, 192 Bits, PCI-E 5.0, Fréquence du cœur 2512 MHz, 3 x DP 2.1b, 1 x HDMI 2.1b, DLSS 4, GV-N5070WF3-12GD",https://www.amazon.fr/Gigabyte-GeForce-WINDFORCE-Carte-Graphique/dp/B0F3ZW3MKW/ref=sr_1_96?c=ts&dib=eyJ2IjoiMSJ9.bAPVo9i099wIsuNTwJ8bNQkjNh2USkCoNZolSmHbeF98HWEKjtnb-2WCZg7mLrosWha_xXYBViljpJfzaeeM1bHCiDbkmsv13eb8l7Wu9z_WHfG3eVRistWoCHgFdTjmqZnhMZeCOMrgiB3GEwhwEegTOU1DUcurNI1mMAs7Beh0VC2q1kZxTCnAjehjYlPA1aQwVRMPtBsvavNz-DmqMva36yZYuci6HmByTXBHeGo2zlXw9W9D_XS0hsPZG0Y9PNuUn7IfGjZKiJt8dvQ7MkGGQ7118zKNd8dpRAQQxAs.w1UG7oAVHc9SVDMyVKJ77n14l-mRn4E28C86S-uKpMs&dib_tag=se&keywords=Graphics+Cards&qid=1760138455&s=computers&sr=1-96&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,12,GDDR7,PCI-Express x16,28000 MHz
Sapphire Nitro+ AMD Radeon™ RX 7800 XT Gaming OC 16GB GDDR6 Dual HDMI/Dual DP,https://www.amazon.fr/Sapphire-Nitro-RadeonTM-Gaming-GDDR6/dp/B0CGLYWWKX/ref=sr_1_97?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-97&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,16 Go,Mémoire GDDR6,PCI-Express x16,2437.5 MHz
"Zotac GeForce GT 710 2Go GDDR3 1xHDMI, GT 710 Fan Sink",https://www.amazon.fr/Zotac-GT-710-Fan-Sink/dp/B088X1NTB4/ref=sr_1_98?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-98&ts_id=430340031&xpid=-8Th6JWl_oz2l,"51,55 €",2 Go,Mémoire GDDR3,Intégré,0
"XFX Quicksilver AMD Radeon RX 9070XT Gaming Edition avec 16 Go de GDDR6 HDMI 3xDP, AMD RDNA™ 4 (RX-97TQICKB9)",https://www.amazon.fr/XFX-Quicksilver-Radeon-9070XT-RX-97TQICKB9/dp/B0DXVMSQ5T/ref=sr_1_99?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-99&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,16 Go,Mémoire GDDR6,PCI-Express x16,20 GHz
GIGABYTE Radeon RX 7800 XT Gaming OC Carte Graphique,https://www.amazon.fr/GIGABYTE-Radeon-Gaming-Carte-Graphique/dp/B0CGRMJF6C/ref=sr_1_100?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-100&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,16 Go,Mémoire GDDR6,PCI-Express x16,19500 MHz
GIGABYTE gddr4 Graphics Card PCIe NVD GV-N1030D4-2GL (GV-N1030D4-2GL),https://www.amazon.fr/Gigabyte-Graphics-Card-PCIe-GV-N1030D4-2GL/dp/B07CQ6Q52H/ref=sr_1_101?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-101&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,0,Mémoire GDDR4,PCI-Express x16,2100 MHz
ASRock Intel A770 PG 16GO Carte Intel VGA,https://www.amazon.fr/ASRock-Intel-A770-PG-16GO/dp/B0CDM3QK7Q/ref=sr_1_102?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-102&ts_id=430340031&xpid=-8Th6JWl_oz2l,"374,04 €",16,Mémoire GDDR6,PCI-Express x16,2200 MHz
"MSI NVIDIA GeForce RTX 5090 32G Ventus 3X OC Carte Graphique - 32 Go GDDR7 (28 GB/s /512 Bits), PCIe 5.0 - Triple Ventilateur (3X Ventilateurs TORX 5.0), HDMI 2.1b, DisplayPort 2.1b",https://www.amazon.fr/MSI-NVIDIA-GeForce-Ventus-Graphique/dp/B0DT6S77JK/ref=sr_1_103?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-103&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,32 Go,GDDR7,PCI Express,28 GHz
"XFX Speedster SWFT 210 Radeon RX 6600 Core Gaming Carte Graphique avec 8GB GDDR6 HDMI 3xDP, AMD RDNA™ 2 (RX-66XL8LFDQ)",https://www.amazon.fr/XFX-Speedster-Radeon-Graphique-RX-66XL8LFDQ/dp/B09HHLX543/ref=sr_1_104?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-104&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,8,Mémoire GDDR6,PCI-Express x16,1626 MHz
MSI Graphics Card NVIDIA GeForce GTX 1660 Super|6 GB|192 bit|PCIE 3.0 16x|GDDR6|Dual Slot Fansink|1xHDMI|3xDisplayPort|GTX1660SUPERGAMINGX,https://www.amazon.fr/Karta-graficzna-MSI-GeForce-1660/dp/B07ZK69HDK/ref=sr_1_105?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-105&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,6 Go,Mémoire GDDR6,PCI Express,0.1464 GHz
"MSI NVIDIA GeForce RTX 5070 Ti 16G Gaming Trio OC White Carte Graphique - 16 Go GDDR7 (28 GB/s, 256-bit), PCIe 5.0 - TRI FROZR 4 (3 x Ventilateurs STORMFORCE) - RGB - HDMI 2.1b, DisplayPort 2.1b",https://www.amazon.fr/MSI-NVIDIA-GeForce-Gaming-Graphique/dp/B0F1NGVCPH/ref=sr_1_106?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-106&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,16 Go,GDDR7,PCI Express,28 MHz
"XFX Speedster MERC310 AMD Radeon™ RX 7900XT Gaming Carte Graphique 20GB GDDR6, AMD RDNA™ 3(RX-79TMERCU9)",https://www.amazon.fr/XFX-Speedster-RadeonTM-Graphique-RX-79TMERCU9/dp/B0BNLT17XQ/ref=sr_1_107?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-107&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,20 Go,Mémoire GDDR6,PCI Express,20 GHz
"EVGA NVIDIA GeForce RTX 2060 KO Carte graphique Ultra Gaming, 06G-P4-2068-KR, 6GB GDDR6, Dual Fan, Metal Backplate",https://www.amazon.fr/EVGA-GeForce-Graphique-06G-P4-2068-KR-Backplate/dp/B083JX52VG/ref=sr_1_108?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-108&ts_id=430340031&xpid=-8Th6JWl_oz2l,"292,21 €",6 Go,Mémoire GDDR6,"PCI-Express x8, PCI-Express x16",14000 MHz
"Tbest GTX 1050 Ti, GeForce GTX 1050 Ti, Cartes Graphiques, Carte Graphique 128 Bits 4 Go DDR5 1250 MHz, Reconnaissance Automatique, Accessoires Informatiques Durables pour Ordinateur",https://www.amazon.fr/Tbest-Reconnaissance-Automatique-Accessoires-Informatiques/dp/B0CQCJYFBD/ref=sr_1_109?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-109&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,4 Go,Mémoire GDDR5,PCI Express,1.25E+3 MHz
maxsun AMD R5 230 Carte graphique d'ordinateur 2G GDDR3 HDMI VGA DVI ITX SFF Low Profile Ready GPU,https://www.amazon.fr/maxsun-R5-230-graphique-dordinateur/dp/B0DGCX12YB/ref=sr_1_110?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-110&ts_id=430340031&xpid=-8Th6JWl_oz2l,"39,16 €",2 Go,Mémoire GDDR3,PCI-Express x8,1000 MHz
"MAXSUN Cartes Graphiques AMD Radeon RX 550 4Go GDDR5 Carte Graphique ITX GPU Low Profile 128 Bits DirectX 12 PCI Express X16 3.0 HDMI, DisplayPort",https://www.amazon.fr/Graphiques-RX-550-Graphique-DisplayPort/dp/B09SKZSDRT/ref=sr_1_111?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-111&ts_id=430340031&xpid=-8Th6JWl_oz2l,"91,66 €",4.00 Go,Mémoire GDDR5,"PCI-Express x8, PCI-Express x16",6000.00 MHz
"Gigabyte GeForce RTX 5060 Ti WINDFORCE OC 16G Carte Graphique – 16 Go GDDR7, 128 Bits, PCI-E 5.0, 2587 MHz Fréquence du processeur, 3 x DisplayPort, 1 x HDMI, GV-N506TWF2OC-16GD",https://www.amazon.fr/Gigabyte-GeForce-WINDFORCE-Carte-Graphique/dp/B0F4NHSHSQ/ref=sr_1_112?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-112&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,16,GDDR7,PCI-Express x16,28000 MHz
GIGABYTE GeForce RTX 3070 Gaming OC 8G (rev. 2.0) NVIDIA 8 Go GDDR6 Noir,https://www.amazon.fr/Gigabyte-GeForce-Gaming-NVIDIA-GDDR6/dp/B096Y2NLV4/ref=sr_1_113?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-113&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,8 Go,Mémoire GDDR6,PCI-Express x16,14000 MHz
"MSI GeForce RTX 4070 ti SUPER 16G VENTUS 3X OC Carte graphique pour le jeu - 16 Go GDDR6X (21Gbps / 256 bits), PCIe 4.0 - 3 x Ventilateurs TORX 4.0 - HDMI 2.1a, DisplayPort 1.4a",https://www.amazon.fr/MSI-GeForce-Super-Ventus-Graphique/dp/B0CQMRVZ3M/ref=sr_1_114?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-114&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,16 Go,Mémoire GDDR6X,PCI Express,2640 MHz
"Palit GeForce GTX 1650 StormX 4GB GDDR5 Graphics Card, 896 Core, 1485MHz GPU, 1665MHz Boost",https://www.amazon.fr/Palit-GeForce-Graphics-1485MHz-1665MHz/dp/B07R188M82/ref=sr_1_115?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-115&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,4 Go,Mémoire GDDR5,PCI-Express x16,4
"ASUS GeForce RTX 4070 Super 12G Dual Evo OC Carte Graphique de Jeu – Horloge Boost 2550 MHz, GDDR6X, PCIe Gen 4, DLSS 3, HDMI 2.1a, 3 x DisplayPort 1.4a (Prend en Charge 4K et 8K HDR)",https://www.amazon.fr/ASUS-GeForce-Super-Carte-Graphique/dp/B086ZS934X/ref=sr_1_116?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-116&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,12 Go,Mémoire GDDR6X,PCI-Express x16,2520 MHz
ASUS ROG Strix Graphics Card Holder ARGB,https://www.amazon.fr/ASUS-Strix-Graphics-Card-Holder/dp/B0BQMDXHV6/ref=sr_1_117?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-117&ts_id=430340031&xpid=-8Th6JWl_oz2l,"44,93 €",8 Go,Mémoire GDDR6,PCI-Express x8,3000 MHz
SAPPHIRE NITRO+ AMD Radeon™ RX 6800 XT OC Gaming Graphics Card with 16GB GDDR6,https://www.amazon.fr/SAPPHIRE-NITRO-RadeonTM-Gaming-Graphics/dp/B08NX679HV/ref=sr_1_118?c=ts&dib=eyJ2IjoiMSJ9.pk7rsZ6zvbO8IIZ-eHRx_cBrQ_JrygiPprDTKxU1YU6t_khF4WhIjVIwQs4A6GcUaTvgsVotusVv2Rj_Qds796nx8Vl896FKId-2N1XFgckcda_UA6YpkXIQME7Jj6F1inTMIa1bBPoXqffzgq-TTdpK2_p3Qy1zSUO2fZXynwMvIIhAjRsmui_Y8WqJdg1yInOb9n1tsWpAnoKnrIaDkSBlEjzJ3J3YfWY1LhdqvRu--V7QgCduQtpAMHvU7trYb7DCXNh6AaT-OuAlKWylw5osl8R32amiTZuki85irYk.aXI7UWTDmT-IyLszbY4D-Q07HS_fnCJNB4q6sGV0DKo&dib_tag=se&keywords=Graphics+Cards&qid=1760138461&s=computers&sr=1-118&ts_id=430340031&xpid=-8Th6JWl_oz2l,"440,83 €",16 Go,Mémoire GDDR6,PCI-Express x8,16600 MHz
